Vernier Format 2
1.0.txt 11/18/113 3:16:36
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.315	-0.022	-0.061	
0.03	0.314	-0.024	-0.052	
0.07	0.314	-0.026	-0.030	
0.10	0.313	-0.028	0.035	
0.13	0.311	-0.024	0.116	
0.17	0.311	-0.018	0.135	
0.20	0.310	-0.015	0.129	
0.23	0.310	-0.010	0.141	
0.27	0.310	-0.005	0.147	
0.30	0.310	0.000	0.143	
0.33	0.310	0.005	0.117	
0.37	0.310	0.007	0.117	
0.40	0.310	0.012	0.152	
0.43	0.311	0.019	0.147	
0.47	0.311	0.023	0.105	
0.50	0.312	0.026	0.057	
0.53	0.313	0.027	-0.007	
0.57	0.314	0.026	-0.077	
0.60	0.315	0.020	-0.093	
0.63	0.315	0.017	-0.055	
0.67	0.316	0.018	-0.061	
0.70	0.317	0.015	-0.110	
0.73	0.317	0.010	-0.146	
0.77	0.317	0.005	-0.170	
0.80	0.317	-0.002	-0.174	
0.83	0.317	-0.007	-0.175	
0.87	0.317	-0.014	-0.156	
0.90	0.316	-0.019	-0.097	
0.93	0.316	-0.019	-0.063	
0.97	0.315	-0.022	-0.044	
1.00	0.314	-0.023	-0.017	
1.03	0.314	-0.023	0.001	
1.07	0.313	-0.023	0.020	
1.10	0.312	-0.021	0.037	
1.13	0.311	-0.021	0.078	
1.17	0.310	-0.017	0.141	
1.20	0.310	-0.011	0.173	
1.23	0.310	-0.005	0.181	
1.27	0.310	0.002	0.166	
1.30	0.310	0.007	0.131	
1.33	0.310	0.010	0.099	
1.37	0.311	0.014	0.065	
1.40	0.311	0.014	0.063	
1.43	0.311	0.017	0.090	
1.47	0.312	0.021	0.082	
1.50	0.313	0.023	0.043	
1.53	0.314	0.024	-0.006	
1.57	0.315	0.023	-0.060	
1.60	0.315	0.020	-0.104	
1.63	0.316	0.016	-0.146	
1.67	0.317	0.009	-0.148	
1.70	0.317	0.005	-0.105	
1.73	0.317	0.003	-0.091	
1.77	0.317	-0.000	-0.110	
1.80	0.317	-0.005	-0.116	
1.83	0.317	-0.008	-0.121	
1.87	0.316	-0.013	-0.124	
1.90	0.316	-0.016	-0.120	
1.93	0.315	-0.022	-0.086	
1.97	0.314	-0.024	-0.012	
2.00	0.314	-0.021	0.040	
2.03	0.313	-0.020	0.065	
2.07	0.312	-0.017	0.085	
2.10	0.312	-0.014	0.081	
2.13	0.311	-0.011	0.061	
2.17	0.311	-0.010	0.061	
2.20	0.311	-0.009	0.104	
2.23	0.310	-0.004	0.159	
2.27	0.310	0.004	0.166	
2.30	0.311	0.009	0.128	
2.33	0.311	0.011	0.102	
2.37	0.311	0.015	0.082	
2.40	0.312	0.018	0.030	
2.43	0.313	0.017	-0.017	
2.47	0.313	0.015	-0.006	
2.50	0.314	0.016	0.025	
2.53	0.314	0.019	0.007	
2.57	0.315	0.018	-0.040	
2.60	0.315	0.015	-0.077	
2.63	0.316	0.012	-0.109	
2.67	0.316	0.008	-0.131	
2.70	0.316	0.004	-0.147	
2.73	0.317	-0.003	-0.129	
2.77	0.316	-0.006	-0.075	
2.80	0.316	-0.007	-0.056	
2.83	0.316	-0.009	-0.056	
2.87	0.315	-0.011	-0.055	
2.90	0.315	-0.013	-0.060	
2.93	0.315	-0.015	-0.055	
2.97	0.314	-0.016	-0.046	
3.00	0.314	-0.019	-0.007	
3.03	0.313	-0.018	0.067	
3.07	0.312	-0.013	0.108	
3.10	0.312	-0.009	0.097	
3.13	0.312	-0.007	0.082	
3.17	0.311	-0.004	0.082	
3.20	0.311	-0.001	0.066	
3.23	0.311	0.001	0.037	
3.27	0.311	-0.000	0.055	
3.30	0.311	0.003	0.117	
3.33	0.311	0.010	0.119	
3.37	0.312	0.012	0.070	
3.40	0.312	0.013	0.041	
3.43	0.313	0.015	0.014	
3.47	0.313	0.015	-0.021	
3.50	0.314	0.014	-0.059	
3.53	0.314	0.010	-0.059	
3.57	0.314	0.009	-0.024	
3.60	0.315	0.009	-0.018	
3.63	0.315	0.008	-0.029	
3.67	0.315	0.007	-0.052	
3.70	0.316	0.005	-0.083	
3.73	0.316	0.002	-0.111	
3.77	0.316	-0.003	-0.119	
3.80	0.316	-0.008	-0.076	
3.83	0.315	-0.009	-0.014	
3.87	0.315	-0.007	0.001	
3.90	0.315	-0.008	-0.014	
3.93	0.314	-0.009	-0.009	
3.97	0.314	-0.008	-0.010	
4.00	0.314	-0.009	-0.032	
4.03	0.314	-0.011	-0.039	
4.07	0.313	-0.013	0.002	
4.10	0.312	-0.011	0.067	
4.13	0.312	-0.007	0.085	
4.17	0.312	-0.005	0.074	
4.20	0.312	-0.002	0.067	
4.23	0.312	-0.000	0.052	
4.27	0.312	0.002	0.026	
4.30	0.312	0.002	0.007	
4.33	0.312	0.000	0.039	
4.37	0.312	0.003	0.089	
4.40	0.312	0.008	0.081	
4.43	0.313	0.010	0.040	
4.47	0.313	0.010	0.012	
4.50	0.313	0.010	-0.006	
4.53	0.314	0.010	-0.025	
4.57	0.314	0.009	-0.048	
4.60	0.314	0.006	-0.045	
4.63	0.314	0.005	-0.009	
4.67	0.315	0.006	0.002	
4.70	0.315	0.006	-0.029	
4.73	0.315	0.004	-0.044	
4.77	0.315	0.003	-0.045	
4.80	0.315	0.002	-0.067	
4.83	0.315	-0.001	-0.093	
4.87	0.315	-0.006	-0.078	
4.90	0.315	-0.008	-0.017	
4.93	0.315	-0.006	0.016	
4.97	0.314	-0.006	0.005	
5.00	0.314	-0.006	-0.013	
5.03	0.314	-0.007	-0.022	
5.07	0.314	-0.007	-0.024	
5.10	0.314	-0.008	-0.046	
5.13	0.313	-0.011	-0.036	
5.17	0.313	-0.012	0.037	
5.20	0.312	-0.008	0.089	
5.23	0.312	-0.004	0.077	
5.27	0.312	-0.003	0.049	
