Vernier Format 2
0.6.txt 11/18/113 3:12:57
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.313	0.001	0.016	
0.03	0.313	0.002	-0.006	
0.07	0.313	0.003	-0.040	
0.10	0.313	-0.001	-0.048	
0.13	0.313	-0.003	0.004	
0.17	0.313	-0.000	0.040	
0.20	0.313	0.002	0.031	
0.23	0.313	0.002	0.005	
0.27	0.313	0.001	-0.007	
0.30	0.313	0.002	-0.020	
0.33	0.313	0.001	-0.050	
0.37	0.313	-0.003	-0.036	
0.40	0.313	-0.003	0.023	
0.43	0.313	-0.001	0.055	
0.47	0.313	0.002	0.046	
0.50	0.313	0.003	0.028	
0.53	0.313	0.003	0.016	
0.57	0.313	0.004	-0.008	
0.60	0.314	0.003	-0.043	
0.63	0.314	-0.000	-0.029	
0.67	0.313	-0.000	0.029	
0.70	0.314	0.003	0.044	
0.73	0.314	0.004	0.013	
0.77	0.314	0.003	-0.000	
0.80	0.314	0.003	0.005	
0.83	0.314	0.004	-0.004	
0.87	0.314	0.004	-0.030	
0.90	0.314	0.001	-0.032	
0.93	0.314	0.001	-0.007	
0.97	0.314	0.002	0.001	
1.00	0.314	0.001	0.001	
1.03	0.314	0.002	-0.010	
1.07	0.315	0.001	-0.044	
1.10	0.315	-0.002	-0.061	
1.13	0.314	-0.003	-0.055	
1.17	0.314	-0.006	-0.023	
1.20	0.314	-0.006	0.031	
1.23	0.314	-0.002	0.036	
1.27	0.314	-0.002	0.010	
1.30	0.314	-0.002	-0.001	
1.33	0.314	-0.003	-0.010	
1.37	0.314	-0.003	-0.021	
1.40	0.314	-0.004	-0.035	
1.43	0.313	-0.006	-0.018	
1.47	0.313	-0.006	0.033	
1.50	0.313	-0.003	0.058	
1.53	0.313	-0.001	0.044	
1.57	0.313	-0.000	0.021	
1.60	0.313	0.000	0.005	
1.63	0.313	0.000	-0.008	
1.67	0.313	0.000	-0.032	
1.70	0.313	-0.003	-0.020	
1.73	0.312	-0.003	0.040	
1.77	0.313	0.001	0.062	
1.80	0.313	0.003	0.043	
1.83	0.313	0.004	0.014	
1.87	0.313	0.003	-0.009	
1.90	0.313	0.003	-0.017	
1.93	0.313	0.003	-0.039	
1.97	0.313	-0.001	-0.033	
2.00	0.313	-0.001	0.014	
2.03	0.313	0.001	0.029	
2.07	0.313	0.002	0.013	
2.10	0.313	0.002	-0.005	
2.13	0.313	0.001	-0.006	
2.17	0.313	0.002	-0.010	
2.20	0.314	0.001	-0.029	
2.23	0.314	-0.001	-0.018	
2.27	0.313	-0.001	0.023	
2.30	0.313	0.001	0.039	
2.33	0.314	0.002	0.028	
2.37	0.314	0.003	0.017	
2.40	0.314	0.004	-0.006	
2.43	0.314	0.003	-0.031	
2.47	0.314	0.002	-0.039	
2.50	0.314	-0.001	-0.015	
2.53	0.314	-0.001	0.039	
2.57	0.314	0.003	0.047	
2.60	0.314	0.004	0.009	
2.63	0.314	0.003	-0.016	
2.67	0.314	0.003	-0.028	
2.70	0.314	0.002	-0.047	
2.73	0.314	-0.001	-0.059	
2.77	0.314	-0.004	-0.033	
2.80	0.314	-0.004	0.017	
2.83	0.314	-0.001	0.031	
2.87	0.314	-0.000	0.009	
2.90	0.314	-0.001	-0.016	
2.93	0.314	-0.002	-0.029	
2.97	0.314	-0.003	-0.032	
3.00	0.314	-0.004	-0.040	
3.03	0.314	-0.006	-0.022	
3.07	0.313	-0.006	0.022	
3.10	0.313	-0.004	0.040	
3.13	0.313	-0.003	0.032	
3.17	0.313	-0.002	0.029	
3.20	0.313	-0.001	0.016	
3.23	0.313	-0.000	-0.009	
3.27	0.313	-0.001	-0.031	
3.30	0.313	-0.004	-0.017	
3.33	0.313	-0.004	0.032	
3.37	0.313	-0.001	0.055	
3.40	0.313	0.002	0.036	
3.43	0.313	0.002	0.007	
3.47	0.313	0.001	-0.002	
3.50	0.313	0.002	-0.009	
3.53	0.313	0.001	-0.028	
3.57	0.313	-0.001	-0.014	
3.60	0.313	-0.001	0.033	
3.63	0.313	0.002	0.054	
3.67	0.313	0.004	0.032	
3.70	0.313	0.004	-0.001	
3.73	0.313	0.003	-0.017	
3.77	0.313	0.003	-0.020	
3.80	0.314	0.003	-0.040	
3.83	0.314	-0.001	-0.033	
3.87	0.313	-0.001	0.014	
3.90	0.314	0.001	0.033	
3.93	0.314	0.002	0.020	
3.97	0.314	0.003	0.006	
4.00	0.314	0.003	-0.006	
4.03	0.314	0.002	-0.021	
4.07	0.314	0.001	-0.036	
4.10	0.314	-0.001	-0.022	
4.13	0.314	-0.001	0.022	
4.17	0.314	0.001	0.036	
4.20	0.314	0.002	0.020	
4.23	0.314	0.003	0.002	
4.27	0.314	0.002	-0.017	
4.30	0.314	0.002	-0.039	
4.33	0.314	-0.000	-0.048	
4.37	0.314	-0.003	-0.015	
4.40	0.314	-0.002	0.028	
4.43	0.314	0.001	0.024	
4.47	0.314	0.000	0.003	
4.50	0.314	0.000	-0.004	
4.53	0.314	0.000	-0.011	
4.57	0.314	-0.000	-0.026	
4.60	0.314	-0.001	-0.047	
4.63	0.314	-0.004	-0.040	
4.67	0.314	-0.006	0.007	
4.70	0.314	-0.003	0.036	
4.73	0.314	-0.001	0.021	
4.77	0.314	-0.002	0.005	
4.80	0.313	-0.002	0.004	
4.83	0.313	-0.001	-0.012	
4.87	0.313	-0.002	-0.043	
4.90	0.313	-0.006	-0.028	
4.93	0.313	-0.006	0.033	
4.97	0.313	-0.002	0.055	
5.00	0.313	-0.000	0.035	
5.03	0.313	0.000	0.021	
5.07	0.313	0.001	0.013	
5.10	0.313	0.002	-0.009	
5.13	0.313	0.001	-0.042	
5.17	0.313	-0.003	-0.025	
5.20	0.313	-0.003	0.041	
5.23	0.313	0.001	0.066	
5.27	0.313	0.004	0.035	
