Vernier Format 2
0.9.txt 11/18/113 3:15:41
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.314	-0.001	0.127	
0.03	0.314	0.004	0.100	
0.07	0.314	0.008	0.048	
0.10	0.315	0.007	-0.011	
0.13	0.315	0.006	-0.038	
0.17	0.315	0.005	-0.059	
0.20	0.315	0.002	-0.081	
0.23	0.315	-0.001	-0.093	
0.27	0.315	-0.006	-0.064	
0.30	0.315	-0.006	-0.006	
0.33	0.315	-0.004	0.008	
0.37	0.314	-0.005	-0.005	
0.40	0.314	-0.005	-0.015	
0.43	0.314	-0.006	-0.034	
0.47	0.314	-0.007	-0.054	
0.50	0.314	-0.011	-0.032	
0.53	0.313	-0.011	0.037	
0.57	0.313	-0.007	0.065	
0.60	0.313	-0.005	0.053	
0.63	0.312	-0.003	0.030	
0.67	0.312	-0.003	0.005	
0.70	0.312	-0.003	-0.005	
0.73	0.312	-0.004	0.014	
0.77	0.312	-0.003	0.060	
0.80	0.312	0.001	0.078	
0.83	0.312	0.003	0.065	
0.87	0.312	0.005	0.049	
0.90	0.312	0.007	0.015	
0.93	0.313	0.006	-0.020	
0.97	0.313	0.004	-0.016	
1.00	0.313	0.004	0.027	
1.03	0.313	0.007	0.047	
1.07	0.313	0.008	0.039	
1.10	0.314	0.010	0.016	
1.13	0.314	0.010	-0.022	
1.17	0.314	0.008	-0.054	
1.20	0.315	0.006	-0.080	
1.23	0.315	0.001	-0.070	
1.27	0.315	-0.000	-0.011	
1.30	0.315	0.002	0.015	
1.33	0.315	0.002	-0.002	
1.37	0.315	0.002	-0.038	
1.40	0.315	-0.000	-0.074	
1.43	0.315	-0.004	-0.088	
1.47	0.315	-0.008	-0.053	
1.50	0.314	-0.008	0.013	
1.53	0.314	-0.005	0.023	
1.57	0.314	-0.005	-0.003	
1.60	0.314	-0.006	-0.007	
1.63	0.314	-0.006	-0.011	
1.67	0.313	-0.006	-0.025	
1.70	0.313	-0.009	-0.007	
1.73	0.313	-0.008	0.045	
1.77	0.312	-0.004	0.062	
1.80	0.312	-0.003	0.042	
1.83	0.312	-0.002	0.027	
1.87	0.312	-0.001	0.009	
1.90	0.312	-0.001	-0.009	
1.93	0.312	-0.004	0.017	
1.97	0.312	-0.001	0.072	
2.00	0.312	0.003	0.084	
2.03	0.312	0.005	0.066	
2.07	0.312	0.008	0.045	
2.10	0.313	0.009	0.009	
2.13	0.313	0.008	-0.020	
2.17	0.313	0.007	-0.031	
2.20	0.314	0.005	-0.022	
2.23	0.314	0.005	0.016	
2.27	0.314	0.007	0.035	
2.30	0.314	0.009	0.005	
2.33	0.315	0.008	-0.035	
2.37	0.315	0.006	-0.054	
2.40	0.315	0.004	-0.066	
2.43	0.315	0.001	-0.061	
2.47	0.315	-0.001	-0.028	
2.50	0.315	-0.001	-0.009	
2.53	0.315	-0.001	-0.020	
2.57	0.315	-0.002	-0.035	
2.60	0.315	-0.003	-0.053	
2.63	0.315	-0.005	-0.080	
2.67	0.315	-0.010	-0.056	
2.70	0.314	-0.011	0.017	
2.73	0.314	-0.007	0.039	
2.77	0.314	-0.006	0.013	
2.80	0.313	-0.007	0.003	
2.83	0.313	-0.007	0.013	
2.87	0.313	-0.006	0.010	
2.90	0.313	-0.005	-0.016	
2.93	0.313	-0.008	-0.001	
2.97	0.312	-0.007	0.075	
3.00	0.312	-0.002	0.110	
3.03	0.312	0.002	0.086	
3.07	0.312	0.004	0.043	
3.10	0.312	0.005	0.003	
3.13	0.312	0.004	-0.015	
3.17	0.313	0.002	0.012	
3.20	0.312	0.004	0.066	
3.23	0.313	0.008	0.069	
3.27	0.313	0.010	0.034	
3.30	0.314	0.010	0.001	
3.33	0.314	0.010	-0.030	
3.37	0.314	0.009	-0.059	
3.40	0.315	0.005	-0.048	
3.43	0.314	0.004	-0.002	
3.47	0.315	0.006	0.004	
3.50	0.315	0.005	-0.020	
3.53	0.315	0.005	-0.049	
3.57	0.315	0.002	-0.079	
3.60	0.315	-0.001	-0.093	
3.63	0.315	-0.006	-0.064	
3.67	0.315	-0.006	-0.007	
3.70	0.315	-0.004	0.004	
3.73	0.315	-0.005	-0.017	
3.77	0.314	-0.006	-0.034	
3.80	0.314	-0.008	-0.043	
3.83	0.314	-0.009	-0.032	
3.87	0.314	-0.009	-0.025	
3.90	0.313	-0.011	-0.003	
3.93	0.313	-0.011	0.052	
3.97	0.312	-0.007	0.074	
4.00	0.312	-0.005	0.064	
4.03	0.312	-0.003	0.049	
4.07	0.312	-0.001	0.020	
4.10	0.312	-0.001	-0.004	
4.13	0.312	-0.003	0.022	
4.17	0.312	-0.001	0.082	
4.20	0.312	0.004	0.103	
4.23	0.312	0.007	0.078	
4.27	0.312	0.010	0.034	
4.30	0.313	0.010	-0.013	
4.33	0.313	0.009	-0.048	
4.37	0.314	0.005	-0.028	
4.40	0.313	0.005	0.038	
4.43	0.314	0.009	0.057	
4.47	0.314	0.011	0.012	
4.50	0.315	0.010	-0.039	
4.53	0.315	0.007	-0.054	
4.57	0.315	0.006	-0.066	
4.60	0.315	0.003	-0.094	
4.63	0.315	-0.002	-0.068	
4.67	0.315	-0.002	-0.017	
4.70	0.315	-0.001	-0.011	
4.73	0.315	-0.002	-0.024	
4.77	0.315	-0.003	-0.041	
4.80	0.315	-0.005	-0.057	
4.83	0.315	-0.007	-0.066	
4.87	0.314	-0.011	-0.037	
4.90	0.314	-0.011	0.032	
4.93	0.314	-0.007	0.054	
4.97	0.313	-0.006	0.030	
5.00	0.313	-0.005	0.005	
5.03	0.313	-0.005	-0.013	
5.07	0.313	-0.006	-0.020	
5.10	0.313	-0.008	0.012	
5.13	0.312	-0.006	0.067	
5.17	0.312	-0.002	0.075	
5.20	0.312	-0.000	0.053	
5.23	0.312	0.001	0.049	
