Vernier Format 2
2.0.txt 11/18/113 3:25:2
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.316	0.029	-0.101	
0.03	0.317	0.026	-0.127	
0.07	0.317	0.022	-0.166	
0.10	0.318	0.015	-0.204	
0.13	0.318	0.008	-0.228	
0.17	0.319	-0.000	-0.241	
0.20	0.318	-0.008	-0.249	
0.23	0.318	-0.017	-0.240	
0.27	0.317	-0.025	-0.209	
0.30	0.316	-0.031	-0.173	
0.33	0.315	-0.037	-0.115	
0.37	0.314	-0.040	-0.025	
0.40	0.312	-0.039	0.078	
0.43	0.311	-0.034	0.169	
0.47	0.310	-0.026	0.204	
0.50	0.309	-0.019	0.182	
0.53	0.309	-0.014	0.141	
0.57	0.309	-0.010	0.122	
0.60	0.308	-0.007	0.143	
0.63	0.308	-0.002	0.192	
0.67	0.308	0.006	0.238	
0.70	0.308	0.015	0.253	
0.73	0.309	0.024	0.222	
0.77	0.310	0.031	0.171	
0.80	0.311	0.036	0.114	
0.83	0.312	0.039	0.035	
0.87	0.314	0.038	-0.048	
0.90	0.315	0.035	-0.112	
0.93	0.316	0.030	-0.158	
0.97	0.317	0.024	-0.173	
1.00	0.318	0.018	-0.186	
1.03	0.318	0.012	-0.213	
1.07	0.319	0.004	-0.253	
1.10	0.319	-0.005	-0.281	
1.13	0.318	-0.015	-0.280	
1.17	0.318	-0.025	-0.247	
1.20	0.317	-0.032	-0.190	
1.23	0.315	-0.038	-0.120	
1.27	0.314	-0.041	-0.041	
1.30	0.313	-0.041	0.060	
1.33	0.311	-0.037	0.163	
1.37	0.310	-0.029	0.212	
1.40	0.309	-0.021	0.207	
1.43	0.309	-0.014	0.175	
1.47	0.308	-0.010	0.156	
1.50	0.308	-0.005	0.172	
1.53	0.308	0.001	0.207	
1.57	0.308	0.009	0.239	
1.60	0.309	0.019	0.224	
1.63	0.309	0.025	0.174	
1.67	0.310	0.029	0.137	
1.70	0.311	0.034	0.085	
1.73	0.313	0.036	0.001	
1.77	0.314	0.034	-0.063	
1.80	0.315	0.031	-0.093	
1.83	0.316	0.028	-0.123	
1.87	0.317	0.023	-0.173	
1.90	0.317	0.017	-0.248	
1.93	0.318	0.008	-0.328	
1.97	0.318	-0.011	-0.242	
2.00	0.317	-0.016	0.036	
2.03	0.316	0.002	0.037	
2.07	0.318	-0.002	-0.266	
2.10	0.317	-0.024	-0.378	
2.13	0.316	-0.035	-0.260	
2.17	0.314	-0.041	-0.110	
2.20	0.313	-0.042	0.023	
2.23	0.311	-0.039	0.135	
2.27	0.310	-0.031	0.194	
2.30	0.309	-0.024	0.193	
2.33	0.309	-0.018	0.178	
2.37	0.308	-0.013	0.178	
2.40	0.308	-0.007	0.200	
2.43	0.308	0.000	0.234	
2.47	0.308	0.009	0.264	
2.50	0.308	0.018	0.270	
2.53	0.309	0.029	0.214	
2.57	0.310	0.034	0.114	
2.60	0.311	0.036	0.027	
2.63	0.313	0.035	-0.037	
2.67	0.314	0.033	-0.082	
2.70	0.315	0.029	-0.099	
2.73	0.316	0.026	-0.104	
2.77	0.317	0.022	-0.121	
2.80	0.317	0.018	-0.145	
2.83	0.318	0.013	-0.171	
2.87	0.318	0.007	-0.207	
2.90	0.318	-0.001	-0.244	
2.93	0.318	-0.010	-0.258	
2.97	0.318	-0.019	-0.235	
3.00	0.317	-0.026	-0.197	
3.03	0.316	-0.033	-0.148	
3.07	0.315	-0.037	-0.069	
3.10	0.313	-0.037	0.018	
3.13	0.312	-0.035	0.087	
3.17	0.311	-0.031	0.127	
3.20	0.310	-0.026	0.138	
3.23	0.309	-0.021	0.137	
3.27	0.309	-0.017	0.154	
3.30	0.308	-0.012	0.202	
3.33	0.308	-0.004	0.260	
3.37	0.308	0.006	0.301	
3.40	0.308	0.017	0.297	
3.43	0.309	0.027	0.241	
3.47	0.310	0.034	0.152	
3.50	0.311	0.037	0.057	
3.53	0.312	0.038	-0.023	
3.57	0.314	0.035	-0.080	
3.60	0.315	0.031	-0.106	
3.63	0.316	0.028	-0.121	
3.67	0.317	0.023	-0.140	
3.70	0.317	0.019	-0.174	
3.73	0.318	0.012	-0.215	
3.77	0.318	0.004	-0.226	
3.80	0.318	-0.003	-0.229	
3.83	0.318	-0.011	-0.240	
3.87	0.318	-0.020	-0.228	
3.90	0.317	-0.027	-0.181	
3.93	0.316	-0.032	-0.114	
3.97	0.315	-0.035	-0.048	
4.00	0.313	-0.035	0.030	
4.03	0.312	-0.033	0.083	
4.07	0.311	-0.028	0.102	
4.10	0.310	-0.025	0.087	
4.13	0.310	-0.023	0.086	
4.17	0.309	-0.021	0.142	
4.20	0.308	-0.014	0.223	
4.23	0.308	-0.005	0.276	
4.27	0.308	0.005	0.294	
4.30	0.308	0.015	0.280	
4.33	0.309	0.025	0.235	
4.37	0.310	0.032	0.161	
4.40	0.311	0.035	0.083	
4.43	0.312	0.037	0.013	
4.47	0.314	0.036	-0.046	
4.50	0.315	0.034	-0.111	
4.53	0.316	0.030	-0.221	
4.57	0.317	0.021	-0.351	
4.60	0.318	0.000	-0.275	
4.63	0.316	-0.006	0.012	
4.67	0.317	0.006	0.143	
4.70	0.317	0.016	-0.051	
4.73	0.318	0.006	-0.351	
4.77	0.318	-0.016	-0.419	
4.80	0.317	-0.028	-0.281	
4.83	0.316	-0.034	-0.129	
4.87	0.314	-0.035	-0.012	
4.90	0.313	-0.034	0.069	
4.93	0.312	-0.030	0.116	
4.97	0.311	-0.025	0.103	
5.00	0.310	-0.022	0.063	
5.03	0.310	-0.022	0.067	
5.07	0.309	-0.020	0.142	
5.10	0.308	-0.013	0.217	
5.13	0.308	-0.004	0.241	
5.17	0.308	0.004	0.249	
5.20	0.308	0.013	0.247	
5.23	0.309	0.022	0.206	
5.27	0.310	0.027	0.142	
