Vernier Format 2
1.7.txt 11/18/113 3:22:20
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.322	-0.029	-0.128	
0.03	0.321	-0.033	-0.139	
0.07	0.320	-0.038	-0.150	
0.10	0.318	-0.042	-0.167	
0.13	0.317	-0.049	-0.171	
0.17	0.315	-0.056	-0.106	
0.20	0.313	-0.058	-0.003	
0.23	0.311	-0.055	0.080	
0.27	0.310	-0.053	0.182	
0.30	0.307	-0.044	0.301	
0.33	0.306	-0.030	0.351	
0.37	0.306	-0.020	0.366	
0.40	0.305	-0.007	0.391	
0.43	0.305	0.007	0.393	
0.47	0.306	0.020	0.364	
0.50	0.306	0.032	0.305	
0.53	0.308	0.041	0.225	
0.57	0.309	0.046	0.176	
0.60	0.311	0.051	0.181	
0.63	0.313	0.059	0.164	
0.67	0.315	0.065	0.048	
0.70	0.317	0.064	-0.130	
0.73	0.319	0.056	-0.288	
0.77	0.321	0.044	-0.415	
0.80	0.322	0.027	-0.507	
0.83	0.323	0.008	-0.529	
0.87	0.323	-0.010	-0.488	
0.90	0.322	-0.026	-0.391	
0.93	0.321	-0.037	-0.272	
0.97	0.320	-0.043	-0.187	
1.00	0.318	-0.047	-0.155	
1.03	0.317	-0.052	-0.141	
1.07	0.315	-0.059	-0.066	
1.10	0.312	-0.059	0.071	
1.13	0.311	-0.053	0.195	
1.17	0.309	-0.045	0.281	
1.20	0.307	-0.033	0.323	
1.23	0.307	-0.022	0.319	
1.27	0.306	-0.012	0.312	
1.30	0.306	-0.002	0.323	
1.33	0.306	0.010	0.320	
1.37	0.306	0.020	0.292	
1.40	0.307	0.030	0.239	
1.43	0.309	0.037	0.172	
1.47	0.310	0.041	0.131	
1.50	0.311	0.043	0.148	
1.53	0.313	0.050	0.168	
1.57	0.315	0.058	0.090	
1.60	0.317	0.059	-0.073	
1.63	0.319	0.053	-0.230	
1.67	0.320	0.042	-0.349	
1.70	0.322	0.028	-0.419	
1.73	0.322	0.013	-0.445	
1.77	0.322	-0.002	-0.442	
1.80	0.322	-0.017	-0.416	
1.83	0.321	-0.032	-0.328	
1.87	0.320	-0.040	-0.202	
1.90	0.318	-0.042	-0.164	
1.93	0.317	-0.049	-0.175	
1.97	0.315	-0.057	-0.117	
2.00	0.313	-0.059	0.001	
2.03	0.311	-0.056	0.116	
2.07	0.309	-0.050	0.203	
2.10	0.308	-0.042	0.275	
2.13	0.306	-0.031	0.319	
2.17	0.306	-0.020	0.346	
2.20	0.305	-0.009	0.382	
2.23	0.305	0.005	0.402	
2.27	0.305	0.020	0.372	
2.30	0.306	0.032	0.297	
2.33	0.308	0.040	0.214	
2.37	0.309	0.044	0.177	
2.40	0.311	0.050	0.182	
2.43	0.312	0.057	0.168	
2.47	0.314	0.064	0.118	
2.50	0.317	0.064	-0.089	
2.53	0.319	0.058	-0.255	
2.57	0.321	0.046	-0.399	
2.60	0.322	0.030	-0.499	
2.63	0.323	0.011	-0.525	
2.67	0.323	-0.007	-0.487	
2.70	0.322	-0.022	-0.406	
2.73	0.321	-0.035	-0.286	
2.77	0.320	-0.042	-0.172	
2.80	0.318	-0.044	-0.141	
2.83	0.317	-0.050	-0.146	
2.87	0.315	-0.056	-0.082	
2.90	0.313	-0.057	0.042	
2.93	0.311	-0.053	0.157	
2.97	0.309	-0.045	0.240	
3.00	0.308	-0.036	0.285	
3.03	0.307	-0.026	0.303	
3.07	0.306	-0.015	0.308	
3.10	0.306	-0.005	0.312	
3.13	0.306	0.005	0.316	
3.17	0.306	0.016	0.311	
3.20	0.307	0.027	0.269	
3.23	0.308	0.036	0.186	
3.27	0.310	0.039	0.132	
3.30	0.311	0.041	0.156	
3.33	0.312	0.049	0.172	
3.37	0.314	0.056	0.092	
3.40	0.316	0.058	-0.065	
3.43	0.318	0.051	-0.204	
3.47	0.320	0.042	-0.283	
3.50	0.321	0.033	-0.365	
3.53	0.322	0.018	-0.437	
3.57	0.322	0.001	-0.439	
3.60	0.322	-0.013	-0.395	
3.63	0.321	-0.026	-0.319	
3.67	0.320	-0.034	-0.234	
3.70	0.319	-0.040	-0.216	
3.73	0.317	-0.048	-0.219	
3.77	0.316	-0.057	-0.162	
3.80	0.314	-0.061	-0.027	
3.83	0.311	-0.058	0.108	
3.87	0.310	-0.053	0.209	
3.90	0.308	-0.043	0.277	
3.93	0.307	-0.033	0.316	
3.97	0.306	-0.022	0.353	
4.00	0.305	-0.010	0.390	
4.03	0.305	0.004	0.413	
4.07	0.305	0.019	0.386	
4.10	0.306	0.031	0.297	
4.13	0.307	0.039	0.200	
4.17	0.309	0.043	0.149	
4.20	0.310	0.047	0.170	
4.23	0.312	0.055	0.186	
4.27	0.314	0.063	0.089	
4.30	0.316	0.063	-0.092	
4.33	0.318	0.056	-0.256	
4.37	0.320	0.045	-0.373	
4.40	0.322	0.030	-0.451	
4.43	0.322	0.013	-0.478	
4.47	0.322	-0.003	-0.461	
4.50	0.322	-0.019	-0.393	
4.53	0.321	-0.031	-0.278	
4.57	0.320	-0.037	-0.180	
4.60	0.318	-0.040	-0.152	
4.63	0.317	-0.046	-0.165	
4.67	0.316	-0.054	-0.112	
4.70	0.314	-0.056	0.019	
4.73	0.312	-0.051	0.135	
4.77	0.310	-0.045	0.208	
4.80	0.309	-0.037	0.261	
4.83	0.307	-0.027	0.276	
4.87	0.307	-0.018	0.271	
4.90	0.306	-0.010	0.282	
4.93	0.306	0.000	0.302	
4.97	0.306	0.011	0.308	
5.00	0.307	0.022	0.271	
5.03	0.308	0.031	0.189	
5.07	0.309	0.034	0.127	
5.10	0.310	0.035	0.170	
5.13	0.311	0.044	0.251	
5.17	0.313	0.057	0.198	
5.20	0.315	0.061	0.023	
5.23	0.317	0.058	-0.151	
5.27	0.319	0.050	-0.291	
