Vernier Format 2
3.6.txt 1/28/2019 20:13:31
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.502	-0.001	-0.034	
0.03	0.502	-0.003	-0.024	
0.07	0.502	-0.003	-0.013	
0.10	0.502	-0.004	0.008	
0.13	0.501	-0.002	0.029	
0.17	0.501	-0.001	0.019	
0.20	0.501	-0.001	-0.003	
0.23	0.501	-0.002	-0.006	
0.27	0.501	-0.002	0.012	
0.30	0.501	-0.001	0.018	
0.33	0.501	-0.000	0.011	
0.37	0.501	0.000	0.008	
0.40	0.501	0.000	0.012	
0.43	0.501	0.001	0.022	
0.47	0.501	0.002	0.022	
0.50	0.501	0.002	0.011	
0.53	0.501	0.003	0.005	
0.57	0.502	0.003	0.003	
0.60	0.501	0.003	0.010	
0.63	0.502	0.003	0.021	
0.67	0.502	0.004	0.032	
0.70	0.502	0.007	-0.001	
0.73	0.502	0.004	-0.036	
0.77	0.502	0.003	-0.029	
0.80	0.502	0.002	-0.021	
0.83	0.502	0.001	-0.002	
0.87	0.502	0.002	0.010	
0.90	0.502	0.002	0.003	
0.93	0.503	0.002	-0.008	
0.97	0.503	0.002	-0.021	
1.00	0.503	0.001	-0.022	
1.03	0.503	0.000	-0.011	
1.07	0.503	0.000	-0.005	
1.10	0.503	0.000	-0.005	
1.13	0.503	-0.000	-0.011	
1.17	0.503	-0.001	-0.019	
1.20	0.503	-0.002	-0.015	
1.23	0.502	-0.002	-0.000	
1.27	0.503	-0.001	-0.003	
1.30	0.502	-0.002	-0.005	
1.33	0.502	-0.002	0.006	
1.37	0.502	-0.002	0.015	
1.40	0.502	0.000	-0.008	
1.43	0.502	-0.002	-0.033	
1.47	0.502	-0.004	-0.018	
1.50	0.502	-0.003	-0.003	
1.53	0.502	-0.003	-0.006	
1.57	0.502	-0.004	-0.000	
1.60	0.502	-0.003	0.004	
1.63	0.502	-0.003	-0.003	
1.67	0.501	-0.004	0.004	
1.70	0.501	-0.003	0.015	
1.73	0.501	-0.003	0.014	
1.77	0.501	-0.002	0.014	
1.80	0.501	-0.001	0.002	
1.83	0.501	-0.002	-0.006	
1.87	0.501	-0.002	0.008	
1.90	0.501	-0.002	0.026	
1.93	0.501	-0.000	0.033	
1.97	0.501	0.001	0.017	
2.00	0.501	0.001	0.011	
2.03	0.501	0.001	0.027	
2.07	0.501	0.003	0.033	
2.10	0.501	0.005	-0.000	
2.13	0.501	0.002	-0.018	
2.17	0.501	0.002	-0.003	
2.20	0.502	0.002	0.001	
2.23	0.501	0.003	0.002	
2.27	0.502	0.003	0.000	
2.30	0.502	0.003	0.000	
2.33	0.502	0.003	0.000	
2.37	0.502	0.003	-0.000	
2.40	0.502	0.003	-0.000	
2.43	0.502	0.003	-0.001	
2.47	0.502	0.003	-0.003	
2.50	0.502	0.002	-0.007	
2.53	0.502	0.002	-0.012	
2.57	0.502	0.001	-0.004	
2.60	0.502	0.002	-0.000	
2.63	0.502	0.002	-0.015	
2.67	0.503	0.001	-0.019	
2.70	0.502	0.000	-0.010	
2.73	0.503	0.000	-0.003	
2.77	0.502	0.000	0.005	
2.80	0.503	0.000	0.010	
2.83	0.502	0.001	0.010	
2.87	0.503	0.002	-0.022	
2.90	0.503	-0.001	-0.044	
2.93	0.502	-0.002	-0.026	
2.97	0.503	-0.003	-0.011	
3.00	0.502	-0.003	-0.003	
3.03	0.502	-0.003	-0.004	
3.07	0.502	-0.003	-0.007	
3.10	0.502	-0.003	-0.012	
3.13	0.502	-0.004	-0.003	
3.17	0.502	-0.003	0.004	
3.20	0.502	-0.003	-0.004	
3.23	0.502	-0.004	0.003	
3.27	0.501	-0.003	0.012	
3.30	0.502	-0.003	0.008	
3.33	0.501	-0.003	0.007	
3.37	0.501	-0.002	0.011	
3.40	0.501	-0.002	0.018	
3.43	0.501	-0.001	0.013	
3.47	0.501	-0.001	0.000	
3.50	0.501	-0.002	0.008	
3.53	0.501	-0.001	0.033	
3.57	0.501	0.002	0.018	
3.60	0.501	0.001	-0.010	
3.63	0.501	0.000	-0.005	
3.67	0.501	0.000	0.009	
3.70	0.501	0.001	0.027	
3.73	0.501	0.002	0.029	
3.77	0.501	0.004	0.001	
3.80	0.502	0.002	-0.025	
3.83	0.501	0.001	-0.017	
3.87	0.502	0.001	0.008	
3.90	0.501	0.002	0.017	
3.93	0.502	0.002	0.010	
3.97	0.502	0.003	0.004	
4.00	0.502	0.003	0.001	
4.03	0.502	0.003	0.000	
4.07	0.502	0.003	-0.000	
4.10	0.502	0.003	-0.000	
4.13	0.502	0.003	-0.002	
4.17	0.502	0.002	-0.001	
4.20	0.502	0.002	0.003	
4.23	0.502	0.002	0.018	
4.27	0.502	0.005	-0.001	
4.30	0.503	0.003	-0.038	
4.33	0.503	0.001	-0.037	
4.37	0.503	0.000	-0.028	
4.40	0.503	-0.001	-0.024	
4.43	0.503	-0.002	-0.016	
4.47	0.502	-0.002	-0.001	
4.50	0.503	-0.001	-0.005	
4.53	0.502	-0.002	-0.015	
4.57	0.502	-0.003	-0.015	
4.60	0.502	-0.003	-0.015	
4.63	0.502	-0.004	-0.004	
4.67	0.502	-0.003	0.003	
4.70	0.502	-0.003	-0.004	
4.73	0.502	-0.004	-0.000	
4.77	0.502	-0.003	0.004	
4.80	0.502	-0.003	-0.003	
4.83	0.502	-0.004	0.003	
4.87	0.501	-0.003	0.008	
4.90	0.501	-0.002	-0.025	
4.93	0.501	-0.003	-0.087	
4.97	0.501	-0.006	-0.159	
5.00	0.501	-0.022	-0.014	
5.03	0.499	-0.016	0.336	
5.07	0.499	0.013	0.340	
5.10	0.501	0.019	0.010	
5.13	0.501	0.006	-0.145	
5.17	0.501	0.002	-0.097	
5.20	0.501	0.000	-0.028	
5.23	0.501	0.002	0.001	
5.27	0.501	0.001	0.007	
