Vernier Format 2
2.7.txt 1/28/2019 20:5:40
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.498	-0.001	0.005	
0.03	0.498	-0.001	0.025	
0.07	0.498	0.000	0.042	
0.10	0.498	0.002	0.038	
0.13	0.498	0.004	0.015	
0.17	0.499	0.003	0.001	
0.20	0.498	0.002	0.023	
0.23	0.499	0.005	0.018	
0.27	0.499	0.005	-0.015	
0.30	0.499	0.003	-0.021	
0.33	0.499	0.003	-0.010	
0.37	0.499	0.003	0.003	
0.40	0.499	0.003	0.011	
0.43	0.499	0.004	0.004	
0.47	0.500	0.003	-0.000	
0.50	0.499	0.003	0.011	
0.53	0.500	0.004	0.007	
0.57	0.500	0.004	-0.012	
0.60	0.500	0.003	-0.022	
0.63	0.500	0.003	-0.021	
0.67	0.500	0.002	-0.022	
0.70	0.500	0.001	-0.013	
0.73	0.500	0.001	0.006	
0.77	0.500	0.002	0.004	
0.80	0.500	0.002	-0.017	
0.83	0.500	0.000	-0.020	
0.87	0.500	-0.001	0.007	
0.90	0.500	0.001	0.028	
0.93	0.500	0.004	-0.017	
0.97	0.501	-0.001	-0.056	
1.00	0.500	-0.002	-0.043	
1.03	0.500	-0.003	-0.033	
1.07	0.500	-0.004	-0.018	
1.10	0.500	-0.005	-0.000	
1.13	0.500	-0.004	-0.001	
1.17	0.500	-0.005	-0.004	
1.20	0.499	-0.005	0.004	
1.23	0.500	-0.004	0.001	
1.27	0.499	-0.005	-0.001	
1.30	0.499	-0.004	0.011	
1.33	0.499	-0.003	0.008	
1.37	0.499	-0.003	-0.007	
1.40	0.499	-0.004	-0.007	
1.43	0.499	-0.004	0.013	
1.47	0.498	-0.003	0.025	
1.50	0.499	-0.002	0.026	
1.53	0.498	-0.002	0.030	
1.57	0.498	0.000	0.012	
1.60	0.498	-0.001	0.001	
1.63	0.498	-0.000	0.008	
1.67	0.498	-0.000	0.005	
1.70	0.498	0.000	0.004	
1.73	0.498	0.000	0.005	
1.77	0.498	0.000	0.011	
1.80	0.498	0.001	0.022	
1.83	0.498	0.002	0.022	
1.87	0.499	0.002	0.012	
1.90	0.498	0.003	0.008	
1.93	0.499	0.003	0.011	
1.97	0.499	0.003	0.018	
2.00	0.499	0.004	0.012	
2.03	0.499	0.004	-0.007	
2.07	0.499	0.003	-0.008	
2.10	0.499	0.003	0.008	
2.13	0.499	0.004	0.008	
2.17	0.499	0.004	-0.005	
2.20	0.500	0.003	-0.004	
2.23	0.500	0.004	0.011	
2.27	0.500	0.005	-0.004	
2.30	0.500	0.003	-0.022	
2.33	0.500	0.003	-0.010	
2.37	0.500	0.002	0.023	
2.40	0.500	0.003	0.081	
2.43	0.500	0.006	0.157	
2.47	0.500	0.019	0.093	
2.50	0.502	0.018	-0.124	
2.53	0.502	0.005	-0.203	
2.57	0.502	-0.001	-0.127	
2.60	0.502	-0.002	-0.052	
2.63	0.502	-0.003	-0.013	
2.67	0.502	-0.003	-0.003	
2.70	0.502	-0.003	-0.006	
2.73	0.501	-0.003	-0.020	
2.77	0.502	-0.003	-0.065	
2.80	0.501	-0.006	-0.131	
2.83	0.501	-0.011	-0.194	
2.87	0.501	-0.025	-0.098	
2.90	0.499	-0.023	0.130	
2.93	0.499	-0.010	0.198	
2.97	0.499	-0.004	0.122	
3.00	0.499	-0.003	0.046	
3.03	0.499	-0.003	0.005	
3.07	0.499	-0.003	-0.006	
3.10	0.498	-0.004	0.007	
3.13	0.498	-0.003	0.023	
3.17	0.498	-0.001	0.011	
3.20	0.498	-0.002	0.004	
3.23	0.498	-0.002	0.016	
3.27	0.498	-0.001	0.019	
3.30	0.498	-0.000	0.011	
3.33	0.498	0.000	0.008	
3.37	0.498	0.000	0.013	
3.40	0.498	0.001	0.026	
3.43	0.498	0.002	0.040	
3.47	0.498	0.003	0.069	
3.50	0.498	0.005	0.111	
3.53	0.499	0.012	0.091	
3.57	0.499	0.018	-0.094	
3.60	0.501	0.004	-0.219	
3.63	0.499	-0.010	0.011	
3.67	0.499	0.003	0.279	
3.70	0.499	0.022	0.190	
3.73	0.501	0.023	-0.099	
3.77	0.501	0.008	-0.194	
3.80	0.501	0.004	-0.107	
3.83	0.501	0.002	-0.042	
3.87	0.501	0.002	-0.017	
3.90	0.502	0.002	-0.023	
3.93	0.501	0.001	-0.022	
3.97	0.502	0.000	-0.011	
4.00	0.501	0.000	-0.004	
4.03	0.502	0.000	-0.002	
4.07	0.501	0.000	-0.005	
4.10	0.502	-0.000	-0.017	
4.13	0.501	-0.001	-0.048	
4.17	0.502	-0.003	-0.071	
4.20	0.501	-0.006	-0.062	
4.23	0.501	-0.012	0.068	
4.27	0.500	-0.001	0.175	
4.30	0.501	0.011	-0.011	
4.33	0.501	-0.002	-0.209	
4.37	0.501	-0.014	-0.135	
4.40	0.500	-0.009	-0.060	
4.43	0.501	-0.013	-0.081	
4.47	0.499	-0.021	0.050	
4.50	0.499	-0.010	0.154	
4.53	0.499	-0.005	0.097	
4.57	0.499	-0.003	0.033	
4.60	0.499	-0.004	0.014	
4.63	0.498	-0.004	0.065	
4.67	0.498	-0.001	0.145	
4.70	0.498	0.005	0.213	
4.73	0.498	0.018	0.125	
4.77	0.500	0.019	-0.097	
4.80	0.500	0.006	-0.168	
4.83	0.500	0.002	-0.089	
4.87	0.500	0.002	-0.048	
4.90	0.500	-0.000	-0.023	
4.93	0.500	0.000	0.007	
4.97	0.500	0.001	0.005	
5.00	0.500	0.001	0.002	
5.03	0.500	0.001	0.015	
5.07	0.500	0.002	0.019	
5.10	0.500	0.002	0.011	
5.13	0.500	0.003	0.008	
5.17	0.500	0.003	0.011	
5.20	0.500	0.003	0.018	
5.23	0.501	0.004	0.012	
5.27	0.501	0.004	-0.007	
5.30	0.501	0.003	-0.008	
