Vernier Format 2
2.2.txt 1/28/2019 20:1:31
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.501	-0.050	0.677	
0.03	0.499	-0.025	0.559	
0.07	0.499	-0.005	0.359	
0.10	0.499	-0.001	0.182	
0.13	0.499	0.000	0.163	
0.17	0.499	0.008	0.183	
0.20	0.500	0.021	0.014	
0.23	0.501	0.006	-0.083	
0.27	0.499	0.007	0.020	
0.30	0.501	0.017	-0.099	
0.33	0.501	0.002	-0.225	
0.37	0.502	-0.013	0.000	
0.40	0.499	0.002	0.225	
0.43	0.502	0.017	0.072	
0.47	0.502	0.006	-0.096	
0.50	0.502	0.004	-0.087	
0.53	0.502	0.001	-0.071	
0.57	0.502	-0.001	-0.038	
0.60	0.502	-0.002	-0.000	
0.63	0.502	-0.001	0.017	
0.67	0.502	0.000	0.017	
0.70	0.502	0.000	0.015	
0.73	0.502	0.001	0.000	
0.77	0.502	0.000	-0.014	
0.80	0.502	0.000	-0.014	
0.83	0.502	-0.000	-0.014	
0.87	0.502	-0.001	0.001	
0.90	0.502	-0.000	0.010	
0.93	0.502	-0.000	0.000	
0.97	0.502	0.000	-0.027	
1.00	0.502	-0.003	-0.031	
1.03	0.501	-0.002	-0.034	
1.07	0.502	-0.002	-0.103	
1.10	0.501	-0.007	-0.195	
1.13	0.502	-0.022	-0.089	
1.17	0.499	-0.021	0.209	
1.20	0.500	-0.002	0.334	
1.23	0.499	0.014	0.122	
1.27	0.501	0.005	-0.083	
1.30	0.499	0.001	-0.099	
1.33	0.501	-0.002	-0.094	
1.37	0.499	-0.004	-0.098	
1.40	0.501	-0.007	-0.125	
1.43	0.499	-0.018	0.000	
1.47	0.499	-0.007	0.123	
1.50	0.499	-0.004	0.090	
1.53	0.499	-0.002	0.061	
1.57	0.499	-0.001	0.039	
1.60	0.499	0.000	0.030	
1.63	0.499	0.001	0.026	
1.67	0.499	0.004	-0.015	
1.70	0.499	-0.001	-0.031	
1.73	0.499	-0.001	0.036	
1.77	0.499	0.002	0.101	
1.80	0.499	0.006	0.131	
1.83	0.499	0.017	-0.023	
1.87	0.501	0.004	-0.168	
1.90	0.499	0.000	-0.144	
1.93	0.501	-0.004	-0.125	
1.97	0.499	-0.015	0.062	
2.00	0.499	0.000	0.216	
2.03	0.499	0.014	0.007	
2.07	0.501	0.000	-0.194	
2.10	0.499	-0.014	-0.016	
2.13	0.499	-0.002	0.221	
2.17	0.499	0.008	0.272	
2.20	0.499	0.022	0.122	
2.23	0.501	0.020	-0.135	
2.27	0.501	0.006	-0.195	
2.30	0.501	0.002	-0.111	
2.33	0.501	0.001	-0.066	
2.37	0.501	0.001	-0.097	
2.40	0.501	-0.006	-0.116	
2.43	0.501	-0.016	0.074	
2.47	0.499	-0.001	0.240	
2.50	0.501	0.014	0.039	
2.53	0.501	0.003	-0.205	
2.57	0.501	-0.005	-0.290	
2.60	0.501	-0.022	-0.176	
2.63	0.499	-0.023	0.103	
2.67	0.499	-0.009	0.199	
2.70	0.499	-0.004	0.122	
2.73	0.499	-0.001	0.037	
2.77	0.499	-0.003	-0.012	
2.80	0.499	-0.004	-0.005	
2.83	0.499	-0.003	0.012	
2.87	0.499	-0.003	0.018	
2.90	0.498	-0.002	0.026	
2.93	0.499	-0.001	0.024	
2.97	0.498	-0.000	0.017	
3.00	0.499	0.000	0.014	
3.03	0.498	0.001	0.012	
3.07	0.499	0.002	-0.018	
3.10	0.499	-0.001	-0.033	
3.13	0.498	-0.002	-0.003	
3.17	0.499	-0.001	0.011	
3.20	0.498	-0.000	0.009	
3.23	0.499	0.000	0.004	
3.27	0.498	0.000	0.002	
3.30	0.499	0.000	0.004	
3.33	0.498	0.000	0.012	
3.37	0.499	0.001	0.025	
3.40	0.498	0.002	0.038	
3.43	0.499	0.003	0.067	
3.47	0.499	0.005	0.124	
3.50	0.499	0.011	0.136	
3.53	0.499	0.021	-0.050	
3.57	0.501	0.014	-0.353	
3.60	0.501	-0.014	-0.320	
3.63	0.499	-0.019	0.019	
3.67	0.499	-0.006	0.205	
3.70	0.499	0.001	0.215	
3.73	0.499	0.005	0.235	
3.77	0.499	0.021	0.111	
3.80	0.501	0.021	-0.214	
3.83	0.501	0.003	-0.413	
3.87	0.501	-0.019	-0.252	
3.90	0.499	-0.022	0.134	
3.93	0.499	-0.003	0.342	
3.97	0.499	0.015	0.182	
4.00	0.501	0.007	0.022	
4.03	0.499	0.007	0.063	
4.07	0.501	0.019	-0.083	
4.10	0.501	0.005	-0.286	
4.13	0.501	-0.006	-0.321	
4.17	0.501	-0.023	-0.171	
4.20	0.499	-0.022	0.121	
4.23	0.499	-0.007	0.207	
4.27	0.499	-0.002	0.110	
4.30	0.499	-0.002	0.047	
4.33	0.499	-0.001	0.038	
4.37	0.499	0.001	0.042	
4.40	0.499	0.004	-0.003	
4.43	0.499	-0.001	-0.008	
4.47	0.499	-0.000	0.064	
4.50	0.499	0.003	0.135	
4.53	0.499	0.016	0.015	
4.57	0.501	0.007	-0.179	
4.60	0.499	-0.002	-0.204	
4.63	0.501	-0.010	-0.121	
4.67	0.499	-0.017	0.151	
4.70	0.499	0.001	0.368	
4.73	0.499	0.021	0.226	
4.77	0.501	0.022	-0.088	
4.80	0.501	0.007	-0.206	
4.83	0.501	0.002	-0.120	
4.87	0.501	0.000	-0.038	
4.90	0.501	0.001	0.007	
4.93	0.501	0.002	0.006	
4.97	0.501	0.002	-0.017	
5.00	0.501	0.000	-0.027	
5.03	0.501	-0.001	-0.026	
5.07	0.501	-0.001	-0.039	
5.10	0.501	-0.001	-0.113	
5.13	0.501	-0.014	-0.030	
5.17	0.499	-0.004	0.091	
5.20	0.501	-0.002	0.037	
5.23	0.499	-0.001	-0.024	
5.27	0.501	-0.004	-0.049	
