Vernier Format 2
08.txt 1/28/2019 19:39:41
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.493	0.002	0.051	
0.03	0.493	0.005	0.028	
0.07	0.493	0.005	0.003	
0.10	0.493	0.005	-0.014	
0.13	0.493	0.003	-0.014	
0.17	0.493	0.003	-0.000	
0.20	0.493	0.004	-0.005	
0.23	0.493	0.003	-0.016	
0.27	0.494	0.003	-0.019	
0.30	0.494	0.002	-0.030	
0.33	0.494	0.000	-0.034	
0.37	0.494	-0.000	-0.034	
0.40	0.494	-0.002	-0.026	
0.43	0.493	-0.002	-0.013	
0.47	0.494	-0.003	-0.006	
0.50	0.493	-0.003	-0.001	
0.53	0.493	-0.003	0.003	
0.57	0.493	-0.003	0.018	
0.60	0.493	-0.000	0.004	
0.63	0.493	-0.002	-0.022	
0.67	0.493	-0.004	-0.004	
0.70	0.493	-0.003	0.016	
0.73	0.493	-0.001	0.006	
0.77	0.493	-0.002	-0.007	
0.80	0.493	-0.002	-0.002	
0.83	0.493	-0.002	0.007	
0.87	0.492	-0.002	0.018	
0.90	0.493	-0.001	0.015	
0.93	0.492	-0.001	0.001	
0.97	0.493	-0.001	0.005	
1.00	0.492	-0.000	0.015	
1.03	0.493	0.000	0.015	
1.07	0.492	0.000	0.015	
1.10	0.493	0.001	0.005	
1.13	0.492	0.001	-0.000	
1.17	0.493	0.001	0.011	
1.20	0.492	0.002	0.008	
1.23	0.493	0.002	-0.012	
1.27	0.493	0.001	-0.018	
1.30	0.493	0.000	-0.010	
1.33	0.493	0.000	-0.004	
1.37	0.493	0.000	-0.001	
1.40	0.493	0.000	-0.000	
1.43	0.493	0.000	-0.001	
1.47	0.493	0.000	-0.004	
1.50	0.493	-0.000	-0.010	
1.53	0.493	-0.001	-0.018	
1.57	0.493	-0.002	-0.012	
1.60	0.492	-0.002	0.007	
1.63	0.493	-0.001	0.007	
1.67	0.492	-0.001	-0.011	
1.70	0.493	-0.002	-0.014	
1.73	0.492	-0.002	0.001	
1.77	0.492	-0.002	0.019	
1.80	0.492	-0.001	0.025	
1.83	0.492	0.000	0.018	
1.87	0.492	0.000	0.015	
1.90	0.492	0.001	0.003	
1.93	0.492	0.000	0.000	
1.97	0.492	0.001	0.018	
2.00	0.492	0.001	0.040	
2.03	0.492	0.005	0.021	
2.07	0.493	0.003	-0.010	
2.10	0.493	0.003	-0.010	
2.13	0.493	0.003	-0.005	
2.17	0.493	0.003	0.002	
2.20	0.493	0.003	0.007	
2.23	0.493	0.003	0.011	
2.27	0.493	0.004	-0.001	
2.30	0.493	0.003	-0.014	
2.33	0.493	0.003	-0.014	
2.37	0.493	0.002	-0.015	
2.40	0.494	0.001	-0.006	
2.43	0.493	0.002	-0.005	
2.47	0.494	0.002	-0.026	
2.50	0.494	0.000	-0.038	
2.53	0.494	-0.002	-0.026	
2.57	0.493	-0.002	-0.008	
2.60	0.494	-0.001	-0.012	
2.63	0.493	-0.003	-0.023	
2.67	0.493	-0.004	-0.011	
2.70	0.493	-0.003	-0.004	
2.73	0.493	-0.003	-0.017	
2.77	0.493	-0.005	-0.023	
2.80	0.493	-0.005	-0.022	
2.83	0.493	-0.006	-0.026	
2.87	0.493	-0.007	-0.022	
2.90	0.492	-0.008	-0.007	
2.93	0.492	-0.008	0.007	
2.97	0.492	-0.007	0.022	
3.00	0.492	-0.006	0.027	
3.03	0.491	-0.005	0.027	
3.07	0.491	-0.004	0.038	
3.10	0.491	-0.003	0.045	
3.13	0.491	-0.001	0.035	
3.17	0.491	-0.000	0.020	
3.20	0.491	0.000	0.020	
3.23	0.491	0.001	0.035	
3.27	0.491	0.003	0.045	
3.30	0.491	0.004	0.038	
3.33	0.491	0.005	0.029	
3.37	0.491	0.006	0.038	
3.40	0.492	0.008	0.047	
3.43	0.492	0.009	0.047	
3.47	0.492	0.012	0.005	
3.50	0.493	0.010	-0.050	
3.53	0.493	0.007	-0.044	
3.57	0.493	0.006	-0.010	
3.60	0.493	0.007	0.001	
3.63	0.494	0.007	-0.013	
3.67	0.494	0.006	-0.022	
3.70	0.494	0.005	-0.018	
3.73	0.494	0.005	-0.017	
3.77	0.494	0.004	-0.009	
3.80	0.494	0.004	-0.012	
3.83	0.495	0.004	-0.038	
3.87	0.495	0.001	-0.045	
3.90	0.495	0.000	-0.033	
3.93	0.495	-0.001	-0.031	
3.97	0.495	-0.002	-0.029	
4.00	0.494	-0.003	-0.027	
4.03	0.495	-0.003	-0.038	
4.07	0.494	-0.005	-0.046	
4.10	0.494	-0.007	-0.038	
4.13	0.494	-0.008	-0.026	
4.17	0.494	-0.008	-0.022	
4.20	0.493	-0.010	-0.008	
4.23	0.493	-0.009	0.021	
4.27	0.493	-0.008	0.035	
4.30	0.493	-0.006	0.018	
4.33	0.492	-0.006	-0.013	
4.37	0.492	-0.008	-0.024	
4.40	0.492	-0.009	0.002	
4.43	0.492	-0.008	0.033	
4.47	0.491	-0.006	0.040	
4.50	0.491	-0.005	0.038	
4.53	0.491	-0.003	0.032	
4.57	0.491	-0.003	0.028	
4.60	0.491	-0.002	0.039	
4.63	0.491	0.000	0.049	
4.67	0.491	0.002	0.045	
4.70	0.491	0.003	0.037	
4.73	0.491	0.004	0.031	
4.77	0.491	0.005	0.027	
4.80	0.491	0.005	0.048	
4.83	0.492	0.010	0.034	
4.87	0.492	0.008	-0.003	
4.90	0.492	0.008	-0.008	
4.93	0.493	0.008	-0.009	
4.97	0.493	0.008	-0.013	
5.00	0.493	0.007	-0.022	
5.03	0.493	0.006	-0.022	
5.07	0.493	0.005	-0.011	
5.10	0.493	0.005	-0.004	
5.13	0.494	0.005	-0.003	
5.17	0.494	0.005	-0.008	
5.20	0.494	0.005	-0.022	
5.23	0.494	0.004	-0.041	
5.27	0.494	0.001	-0.038	
