Vernier Format 2
0.1.txt 1/28/2019 20:20:35
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.499	-0.043	0.296	
0.03	0.498	-0.039	0.408	
0.07	0.495	-0.014	0.421	
0.10	0.497	0.003	0.126	
0.13	0.497	-0.017	0.095	
0.17	0.495	0.000	0.268	
0.20	0.497	0.017	0.062	
0.23	0.497	0.004	-0.122	
0.27	0.497	-0.001	-0.065	
0.30	0.497	-0.000	0.018	
0.33	0.497	0.002	0.059	
0.37	0.497	0.004	0.072	
0.40	0.497	0.008	0.048	
0.43	0.498	0.008	0.010	
0.47	0.498	0.008	0.003	
0.50	0.498	0.007	0.028	
0.53	0.498	0.009	0.061	
0.57	0.499	0.011	0.077	
0.60	0.499	0.015	0.080	
0.63	0.500	0.020	-0.005	
0.67	0.500	0.015	-0.099	
0.70	0.501	0.009	-0.080	
0.73	0.501	0.008	-0.027	
0.77	0.501	0.010	-0.028	
0.80	0.501	0.006	-0.025	
0.83	0.501	0.006	0.036	
0.87	0.502	0.010	0.075	
0.90	0.502	0.013	0.064	
0.93	0.503	0.013	0.070	
0.97	0.503	0.014	0.143	
1.00	0.503	0.028	0.072	
1.03	0.505	0.027	-0.218	
1.07	0.505	0.008	-0.376	
1.10	0.506	-0.003	-0.378	
1.13	0.506	-0.022	-0.223	
1.17	0.504	-0.022	0.042	
1.20	0.504	-0.011	0.100	
1.23	0.503	-0.010	0.005	
1.27	0.503	-0.013	-0.051	
1.30	0.502	-0.017	-0.013	
1.33	0.502	-0.015	0.053	
1.37	0.501	-0.011	0.049	
1.40	0.501	-0.011	0.028	
1.43	0.501	-0.011	0.068	
1.47	0.500	-0.006	0.098	
1.50	0.500	-0.001	0.040	
1.53	0.500	-0.004	-0.011	
1.57	0.500	-0.004	-0.013	
1.60	0.500	-0.004	-0.025	
1.63	0.500	-0.005	-0.046	
1.67	0.500	-0.008	-0.048	
1.70	0.499	-0.009	-0.025	
1.73	0.499	-0.010	0.011	
1.77	0.499	-0.008	0.033	
1.80	0.499	-0.007	0.047	
1.83	0.498	-0.005	0.062	
1.87	0.498	-0.003	0.065	
1.90	0.498	-0.001	0.070	
1.93	0.498	0.003	0.039	
1.97	0.498	0.001	0.032	
2.00	0.498	0.004	0.071	
2.03	0.499	0.008	0.055	
2.07	0.499	0.008	0.022	
2.10	0.499	0.008	0.017	
2.13	0.499	0.008	0.028	
2.17	0.500	0.010	0.048	
2.20	0.500	0.012	0.049	
2.23	0.500	0.012	0.063	
2.27	0.500	0.021	-0.043	
2.30	0.503	0.011	-0.161	
2.33	0.501	-0.002	0.047	
2.37	0.501	0.012	0.284	
2.40	0.502	0.029	0.194	
2.43	0.504	0.031	-0.082	
2.47	0.504	0.018	-0.212	
2.50	0.505	0.011	-0.168	
2.53	0.505	0.006	-0.090	
2.57	0.505	0.006	-0.026	
2.60	0.505	0.006	-0.005	
2.63	0.506	0.007	-0.039	
2.67	0.506	0.003	-0.078	
2.70	0.506	0.000	-0.072	
2.73	0.506	-0.002	-0.057	
2.77	0.506	-0.003	-0.069	
2.80	0.506	-0.005	-0.111	
2.83	0.505	-0.010	-0.137	
2.87	0.505	-0.021	-0.000	
2.90	0.503	-0.009	0.103	
2.93	0.505	0.000	-0.138	
2.97	0.504	-0.024	-0.226	
3.00	0.502	-0.029	0.053	
3.03	0.502	-0.017	0.255	
3.07	0.502	-0.007	0.309	
3.10	0.501	0.009	0.171	
3.13	0.503	0.010	-0.118	
3.17	0.502	-0.005	-0.229	
3.20	0.502	-0.011	-0.181	
3.23	0.501	-0.015	-0.154	
3.27	0.501	-0.026	-0.017	
3.30	0.499	-0.015	0.086	
3.33	0.501	-0.012	-0.010	
3.37	0.499	-0.022	0.049	
3.40	0.498	-0.011	0.163	
3.43	0.498	-0.005	0.127	
3.47	0.498	-0.003	0.080	
3.50	0.498	-0.001	0.058	
3.53	0.498	0.001	0.046	
3.57	0.498	0.002	0.032	
3.60	0.498	0.002	0.058	
3.63	0.498	0.005	0.113	
3.67	0.498	0.010	0.159	
3.70	0.499	0.014	0.213	
3.73	0.499	0.029	0.129	
3.77	0.501	0.030	-0.119	
3.80	0.501	0.015	-0.208	
3.83	0.502	0.010	-0.149	
3.87	0.502	0.008	-0.150	
3.90	0.502	0.003	-0.203	
3.93	0.503	-0.012	-0.073	
3.97	0.501	-0.010	0.267	
4.00	0.501	0.011	0.442	
4.03	0.502	0.033	0.234	
4.07	0.504	0.031	-0.126	
4.10	0.504	0.015	-0.236	
4.13	0.505	0.009	-0.147	
4.17	0.505	0.007	-0.075	
4.20	0.505	0.006	-0.041	
4.23	0.505	0.005	-0.035	
4.27	0.506	0.004	-0.049	
4.30	0.506	0.001	-0.049	
4.33	0.506	0.000	-0.035	
4.37	0.506	-0.001	-0.035	
4.40	0.506	-0.002	-0.039	
4.43	0.505	-0.003	-0.045	
4.47	0.506	-0.005	-0.049	
4.50	0.505	-0.007	-0.035	
4.53	0.505	-0.008	-0.020	
4.57	0.505	-0.008	-0.016	
4.60	0.505	-0.008	-0.021	
4.63	0.504	-0.010	-0.012	
4.67	0.504	-0.010	0.013	
4.70	0.503	-0.009	0.035	
4.73	0.503	-0.006	0.007	
4.77	0.503	-0.008	-0.039	
4.80	0.503	-0.010	-0.040	
4.83	0.502	-0.011	-0.009	
4.87	0.502	-0.010	0.021	
4.90	0.502	-0.009	0.022	
4.93	0.501	-0.009	0.026	
4.97	0.501	-0.008	0.038	
5.00	0.501	-0.006	0.031	
5.03	0.501	-0.005	0.020	
5.07	0.500	-0.005	0.020	
5.10	0.500	-0.004	0.034	
5.13	0.500	-0.003	0.041	
5.17	0.500	-0.001	0.027	
5.20	0.500	-0.001	0.009	
5.23	0.500	-0.001	0.017	
5.27	0.500	0.000	0.036	
