Vernier Format 2
1.txt 1/28/2019 19:43:23
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.498	-0.000	0.128	
0.03	0.498	0.002	0.151	
0.07	0.498	0.014	0.080	
0.10	0.500	0.014	-0.144	
0.13	0.499	-0.001	-0.225	
0.17	0.499	-0.007	-0.132	
0.20	0.499	-0.008	-0.081	
0.23	0.499	-0.009	-0.117	
0.27	0.498	-0.014	-0.192	
0.30	0.498	-0.028	-0.109	
0.33	0.496	-0.028	0.141	
0.37	0.496	-0.012	0.224	
0.40	0.495	-0.007	0.149	
0.43	0.495	-0.003	0.063	
0.47	0.495	-0.004	0.003	
0.50	0.495	-0.004	0.002	
0.53	0.495	-0.004	-0.001	
0.57	0.495	-0.005	0.003	
0.60	0.495	-0.004	0.026	
0.63	0.494	-0.003	0.041	
0.67	0.494	-0.001	0.033	
0.70	0.494	-0.000	0.016	
0.73	0.494	0.000	0.009	
0.77	0.494	0.000	0.012	
0.80	0.494	0.001	0.023	
0.83	0.494	0.002	0.028	
0.87	0.495	0.003	0.036	
0.90	0.494	0.003	0.082	
0.93	0.495	0.007	0.160	
0.97	0.495	0.013	0.231	
1.00	0.495	0.028	0.135	
1.03	0.497	0.028	-0.114	
1.07	0.498	0.014	-0.196	
1.10	0.498	0.009	-0.111	
1.13	0.498	0.008	-0.032	
1.17	0.498	0.008	0.019	
1.20	0.499	0.010	0.030	
1.23	0.499	0.011	0.017	
1.27	0.499	0.012	-0.035	
1.30	0.500	0.009	-0.101	
1.33	0.500	0.005	-0.144	
1.37	0.500	0.000	-0.186	
1.40	0.500	-0.013	-0.074	
1.43	0.499	-0.011	0.171	
1.47	0.499	0.012	0.070	
1.50	0.501	-0.000	-0.177	
1.53	0.499	-0.014	-0.081	
1.57	0.499	-0.006	0.025	
1.60	0.499	-0.006	0.059	
1.63	0.499	-0.005	0.123	
1.67	0.498	0.001	0.193	
1.70	0.498	0.014	0.092	
1.73	0.500	0.013	-0.162	
1.77	0.500	-0.003	-0.243	
1.80	0.499	-0.009	-0.183	
1.83	0.499	-0.012	-0.177	
1.87	0.499	-0.018	-0.215	
1.90	0.498	-0.031	-0.128	
1.93	0.496	-0.032	0.095	
1.97	0.496	-0.020	0.188	
2.00	0.495	-0.015	0.154	
2.03	0.495	-0.012	0.158	
2.07	0.494	-0.007	0.223	
2.10	0.494	0.004	0.249	
2.13	0.494	0.016	0.108	
2.17	0.496	0.014	-0.116	
2.20	0.496	0.001	-0.161	
2.23	0.495	-0.001	-0.061	
2.27	0.495	-0.001	0.007	
2.30	0.495	0.001	0.039	
2.33	0.495	0.003	0.040	
2.37	0.495	0.004	-0.007	
2.40	0.496	0.004	-0.092	
2.43	0.496	-0.001	-0.180	
2.47	0.496	-0.014	-0.110	
2.50	0.494	-0.015	0.130	
2.53	0.495	0.000	0.232	
2.57	0.495	0.007	0.155	
2.60	0.495	0.009	0.092	
2.63	0.495	0.010	0.118	
2.67	0.496	0.015	0.200	
2.70	0.496	0.030	0.115	
2.73	0.498	0.029	-0.134	
2.77	0.498	0.014	-0.210	
2.80	0.499	0.009	-0.128	
2.83	0.499	0.007	-0.056	
2.87	0.499	0.008	-0.070	
2.90	0.500	0.004	-0.157	
2.93	0.500	-0.002	-0.243	
2.97	0.500	-0.018	-0.163	
3.00	0.498	-0.019	0.095	
3.03	0.498	-0.005	0.181	
3.07	0.498	-0.001	0.096	
3.10	0.498	0.000	0.028	
3.13	0.498	-0.000	-0.008	
3.17	0.498	-0.002	-0.002	
3.20	0.498	-0.001	0.032	
3.23	0.498	-0.001	0.096	
3.27	0.498	0.004	0.178	
3.30	0.498	0.017	0.093	
3.33	0.499	0.016	-0.146	
3.37	0.499	0.001	-0.221	
3.40	0.499	-0.004	-0.143	
3.43	0.499	-0.007	-0.077	
3.47	0.499	-0.008	-0.066	
3.50	0.499	-0.009	-0.125	
3.53	0.498	-0.014	-0.210	
3.57	0.498	-0.029	-0.140	
3.60	0.496	-0.030	0.105	
3.63	0.495	-0.016	0.207	
3.67	0.495	-0.011	0.157	
3.70	0.495	-0.007	0.122	
3.73	0.495	-0.005	0.147	
3.77	0.494	0.001	0.218	
3.80	0.494	0.015	0.128	
3.83	0.496	0.015	-0.115	
3.87	0.496	0.001	-0.192	
3.90	0.495	-0.003	-0.099	
3.93	0.495	-0.004	-0.007	
3.97	0.495	-0.002	0.047	
4.00	0.495	-0.000	0.057	
4.03	0.495	0.002	0.039	
4.07	0.495	0.003	-0.008	
4.10	0.495	0.003	-0.090	
4.13	0.496	-0.002	-0.181	
4.17	0.496	-0.016	-0.079	
4.20	0.494	-0.013	0.192	
4.23	0.494	0.003	0.301	
4.27	0.495	0.011	0.279	
4.30	0.495	0.020	0.262	
4.33	0.496	0.033	0.109	
4.37	0.498	0.032	-0.171	
4.40	0.498	0.017	-0.322	
4.43	0.499	0.007	-0.341	
4.47	0.499	-0.010	-0.202	
4.50	0.497	-0.013	0.098	
4.53	0.498	0.004	0.189	
4.57	0.498	0.007	0.089	
4.60	0.498	0.008	0.024	
4.63	0.499	0.006	0.022	
4.67	0.499	0.008	0.060	
4.70	0.499	0.010	0.067	
4.73	0.499	0.018	-0.081	
4.77	0.501	0.011	-0.368	
4.80	0.501	-0.019	-0.312	
4.83	0.499	-0.022	0.094	
4.87	0.498	-0.006	0.324	
4.90	0.498	0.012	0.199	
4.93	0.500	0.013	-0.095	
4.97	0.500	-0.002	-0.204	
5.00	0.499	-0.008	-0.118	
5.03	0.499	-0.008	-0.041	
5.07	0.499	-0.008	-0.015	
5.10	0.499	-0.009	-0.010	
5.13	0.498	-0.008	-0.040	
5.17	0.498	-0.010	-0.117	
5.20	0.498	-0.015	-0.188	
5.23	0.497	-0.028	-0.092	
5.27	0.495	-0.027	0.153	
