Vernier Format 2
1.9.txt 1/28/2019 19:57:15
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.501	-0.011	-0.151	
0.03	0.501	-0.015	-0.146	
0.07	0.501	-0.027	-0.012	
0.10	0.498	-0.023	0.294	
0.13	0.499	-0.002	0.431	
0.17	0.498	0.017	0.233	
0.20	0.500	0.018	-0.089	
0.23	0.500	0.004	-0.210	
0.27	0.500	-0.007	-0.024	
0.30	0.499	0.003	0.139	
0.33	0.501	0.015	-0.022	
0.37	0.501	0.001	-0.170	
0.40	0.501	-0.010	-0.000	
0.43	0.499	0.003	0.151	
0.47	0.501	0.014	-0.016	
0.50	0.501	-0.006	-0.016	
0.53	0.499	0.005	0.166	
0.57	0.501	0.018	0.035	
0.60	0.501	0.007	-0.106	
0.63	0.502	0.003	-0.072	
0.67	0.501	0.003	-0.034	
0.70	0.502	0.002	-0.019	
0.73	0.502	0.001	0.005	
0.77	0.502	0.006	0.026	
0.80	0.502	0.004	0.017	
0.83	0.502	0.004	-0.010	
0.87	0.502	0.003	-0.018	
0.90	0.502	0.003	-0.008	
0.93	0.502	0.002	0.013	
0.97	0.502	0.005	-0.001	
1.00	0.503	0.003	-0.038	
1.03	0.503	0.001	-0.038	
1.07	0.503	0.000	-0.032	
1.10	0.503	-0.001	-0.035	
1.13	0.503	-0.002	-0.035	
1.17	0.502	-0.004	-0.015	
1.20	0.502	-0.003	-0.002	
1.23	0.502	-0.003	-0.013	
1.27	0.502	-0.004	-0.035	
1.30	0.502	-0.005	-0.066	
1.33	0.502	-0.008	-0.083	
1.37	0.502	-0.018	0.089	
1.40	0.500	-0.003	0.260	
1.43	0.502	0.013	0.081	
1.47	0.502	0.002	-0.102	
1.50	0.501	-0.002	-0.096	
1.53	0.502	-0.005	-0.047	
1.57	0.501	-0.005	0.020	
1.60	0.501	-0.001	0.015	
1.63	0.501	-0.003	-0.035	
1.67	0.501	-0.004	-0.071	
1.70	0.501	-0.007	-0.117	
1.73	0.501	-0.011	-0.142	
1.77	0.501	-0.023	0.033	
1.80	0.498	-0.017	0.373	
1.83	0.499	0.014	0.373	
1.87	0.500	0.021	0.033	
1.90	0.501	0.009	-0.140	
1.93	0.500	0.004	-0.107	
1.97	0.501	0.002	-0.051	
2.00	0.501	0.001	-0.010	
2.03	0.501	0.003	-0.018	
2.07	0.501	0.002	-0.070	
2.10	0.501	-0.002	-0.098	
2.13	0.501	-0.013	0.080	
2.17	0.499	0.003	0.259	
2.20	0.501	0.018	0.096	
2.23	0.501	0.008	-0.065	
2.27	0.501	0.006	-0.033	
2.30	0.502	0.007	-0.017	
2.33	0.502	0.006	-0.020	
2.37	0.502	0.005	-0.016	
2.40	0.502	0.005	-0.017	
2.43	0.502	0.005	-0.023	
2.47	0.503	0.003	-0.023	
2.50	0.502	0.003	-0.012	
2.53	0.503	0.003	-0.008	
2.57	0.503	0.002	-0.012	
2.60	0.503	0.002	-0.023	
2.63	0.503	0.001	-0.026	
2.67	0.503	0.000	-0.023	
2.70	0.503	-0.001	-0.026	
2.73	0.503	-0.002	-0.023	
2.77	0.503	-0.002	-0.012	
2.80	0.503	-0.003	-0.006	
2.83	0.502	-0.003	-0.002	
2.87	0.503	-0.003	-0.001	
2.90	0.502	-0.003	0.010	
2.93	0.502	-0.001	-0.012	
2.97	0.502	-0.004	-0.040	
3.00	0.502	-0.005	-0.029	
3.03	0.502	-0.006	-0.021	
3.07	0.502	-0.007	-0.002	
3.10	0.502	-0.006	0.009	
3.13	0.501	-0.005	-0.002	
3.17	0.501	-0.005	-0.040	
3.20	0.501	-0.007	-0.111	
3.23	0.501	-0.011	-0.187	
3.27	0.501	-0.025	-0.100	
3.30	0.499	-0.024	0.134	
3.33	0.499	-0.009	0.199	
3.37	0.499	-0.006	0.122	
3.40	0.498	-0.003	0.072	
3.43	0.498	-0.002	0.074	
3.47	0.498	0.000	0.122	
3.50	0.498	0.006	0.155	
3.53	0.498	0.017	0.033	
3.57	0.500	0.006	-0.057	
3.60	0.498	0.006	0.026	
3.63	0.500	0.017	-0.094	
3.67	0.501	-0.006	-0.067	
3.70	0.499	0.005	0.142	
3.73	0.501	0.017	0.032	
3.77	0.501	0.007	-0.099	
3.80	0.501	0.004	-0.104	
3.83	0.501	0.001	-0.096	
3.87	0.501	-0.002	-0.072	
3.90	0.501	-0.010	0.092	
3.93	0.500	0.005	0.238	
3.97	0.501	0.018	0.079	
4.00	0.502	0.009	-0.082	
4.03	0.502	0.006	-0.086	
4.07	0.502	0.003	-0.054	
4.10	0.502	0.003	-0.019	
4.13	0.502	0.003	-0.009	
4.17	0.502	0.002	-0.013	
4.20	0.502	0.002	-0.043	
4.23	0.502	-0.000	-0.072	
4.27	0.502	-0.002	-0.098	
4.30	0.502	-0.013	0.041	
4.33	0.500	-0.000	0.201	
4.37	0.502	0.012	0.050	
4.40	0.502	0.002	-0.095	
4.43	0.502	-0.001	-0.075	
4.47	0.502	-0.003	-0.038	
4.50	0.502	-0.003	-0.021	
4.53	0.502	-0.003	-0.057	
4.57	0.502	-0.005	-0.138	
4.60	0.502	-0.011	-0.222	
4.63	0.502	-0.026	-0.129	
4.67	0.499	-0.026	0.143	
4.70	0.499	-0.011	0.274	
4.73	0.499	-0.002	0.219	
4.77	0.499	0.010	-0.019	
4.80	0.501	-0.005	-0.182	
4.83	0.499	-0.018	0.072	
4.87	0.498	-0.001	0.334	
4.90	0.499	0.020	0.187	
4.93	0.500	0.018	-0.155	
4.97	0.500	0.002	-0.308	
5.00	0.500	-0.008	-0.268	
5.03	0.500	-0.022	-0.029	
5.07	0.498	-0.015	0.310	
5.10	0.498	0.013	0.252	
5.13	0.500	0.013	-0.098	
5.17	0.500	-0.008	-0.107	
5.20	0.498	0.000	0.035	
