Vernier Format 2
3.1.txt 1/28/2019 20:8:49
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.501	-0.000	-0.148	
0.03	0.501	-0.006	-0.078	
0.07	0.501	-0.014	0.096	
0.10	0.499	0.001	0.260	
0.13	0.501	0.016	0.100	
0.17	0.501	0.007	-0.076	
0.20	0.501	0.004	-0.078	
0.23	0.501	0.002	-0.057	
0.27	0.501	0.001	-0.030	
0.30	0.501	0.000	-0.012	
0.33	0.501	0.000	0.002	
0.37	0.501	0.000	0.018	
0.40	0.501	0.001	0.040	
0.43	0.501	0.003	0.050	
0.47	0.501	0.006	0.015	
0.50	0.502	0.005	-0.058	
0.53	0.502	0.002	-0.134	
0.57	0.502	-0.003	-0.197	
0.60	0.502	-0.018	-0.056	
0.63	0.500	-0.015	0.288	
0.67	0.500	0.013	0.308	
0.70	0.502	0.017	0.001	
0.73	0.502	0.005	-0.129	
0.77	0.502	0.003	-0.111	
0.80	0.502	-0.001	-0.086	
0.83	0.502	-0.002	-0.078	
0.87	0.502	-0.004	-0.133	
0.90	0.502	-0.009	-0.206	
0.93	0.502	-0.024	-0.102	
0.97	0.499	-0.023	0.190	
1.00	0.500	-0.006	0.333	
1.03	0.499	0.003	0.333	
1.07	0.500	0.020	0.194	
1.10	0.501	0.021	-0.073	
1.13	0.501	0.009	-0.160	
1.17	0.501	0.005	-0.104	
1.20	0.502	0.003	-0.055	
1.23	0.502	0.003	-0.026	
1.27	0.502	0.002	-0.023	
1.30	0.502	0.001	-0.016	
1.33	0.502	0.001	-0.004	
1.37	0.502	0.001	-0.010	
1.40	0.502	0.000	-0.017	
1.43	0.502	-0.001	0.010	
1.47	0.502	0.000	0.040	
1.50	0.502	0.003	0.038	
1.53	0.502	0.005	-0.016	
1.57	0.502	0.001	-0.075	
1.60	0.502	-0.001	-0.099	
1.63	0.502	-0.005	-0.100	
1.67	0.502	-0.015	0.069	
1.70	0.500	-0.001	0.245	
1.73	0.502	0.014	0.101	
1.77	0.502	0.006	-0.071	
1.80	0.502	0.002	-0.068	
1.83	0.502	0.001	-0.024	
1.87	0.502	0.002	0.000	
1.90	0.502	0.002	-0.010	
1.93	0.502	0.001	-0.012	
1.97	0.502	0.001	-0.003	
2.00	0.502	0.001	-0.011	
2.03	0.503	0.000	-0.023	
2.07	0.502	-0.001	-0.011	
2.10	0.502	-0.001	-0.004	
2.13	0.502	-0.001	-0.017	
2.17	0.502	-0.002	-0.026	
2.20	0.502	-0.002	-0.045	
2.23	0.502	-0.004	-0.093	
2.27	0.502	-0.008	-0.131	
2.30	0.502	-0.018	-0.020	
2.33	0.500	-0.017	0.271	
2.37	0.500	0.011	0.269	
2.40	0.502	0.015	-0.118	
2.43	0.502	-0.003	-0.363	
2.47	0.502	-0.023	-0.220	
2.50	0.500	-0.023	0.128	
2.53	0.500	-0.007	0.304	
2.57	0.499	0.002	0.287	
2.60	0.500	0.017	0.109	
2.63	0.501	0.014	-0.175	
2.67	0.501	-0.007	-0.149	
2.70	0.499	-0.001	0.024	
2.73	0.501	0.006	-0.063	
2.77	0.501	-0.012	-0.002	
2.80	0.499	0.001	0.153	
2.83	0.501	0.013	-0.045	
2.87	0.501	-0.001	-0.268	
2.90	0.501	-0.016	-0.203	
2.93	0.500	-0.020	0.050	
2.97	0.499	-0.009	0.203	
3.00	0.499	-0.001	0.179	
3.03	0.499	0.004	0.101	
3.07	0.500	0.007	-0.003	
3.10	0.500	0.002	-0.038	
3.13	0.500	0.001	0.026	
3.17	0.500	0.003	0.122	
3.20	0.500	0.010	0.174	
3.23	0.500	0.021	0.034	
3.27	0.502	0.017	-0.212	
3.30	0.502	-0.006	-0.122	
3.33	0.500	0.003	0.130	
3.37	0.502	0.016	0.047	
3.40	0.502	0.007	-0.088	
3.43	0.502	0.004	-0.080	
3.47	0.502	0.002	-0.057	
3.50	0.502	0.001	-0.031	
3.53	0.502	0.000	-0.017	
3.57	0.502	-0.000	-0.015	
3.60	0.502	-0.001	-0.020	
3.63	0.502	-0.002	-0.015	
3.67	0.502	-0.002	-0.001	
3.70	0.502	-0.001	-0.007	
3.73	0.502	-0.002	-0.031	
3.77	0.502	-0.003	-0.050	
3.80	0.502	-0.005	-0.065	
3.83	0.502	-0.013	0.041	
3.87	0.500	-0.003	0.151	
3.90	0.502	0.009	-0.015	
3.93	0.502	-0.003	-0.202	
3.97	0.501	-0.017	-0.099	
4.00	0.500	-0.009	0.009	
4.03	0.501	-0.009	-0.048	
4.07	0.500	-0.018	0.034	
4.10	0.499	-0.007	0.132	
4.13	0.499	-0.004	0.115	
4.17	0.499	-0.002	0.125	
4.20	0.499	0.004	0.112	
4.23	0.499	0.013	-0.080	
4.27	0.501	-0.002	-0.248	
4.30	0.499	-0.016	-0.071	
4.33	0.499	-0.007	0.139	
4.37	0.499	-0.001	0.200	
4.40	0.499	0.005	0.252	
4.43	0.499	0.020	0.152	
4.47	0.501	0.022	-0.115	
4.50	0.501	0.007	-0.228	
4.53	0.501	0.001	-0.170	
4.57	0.501	-0.003	-0.126	
4.60	0.501	-0.010	-0.033	
4.63	0.499	-0.004	0.034	
4.67	0.501	-0.005	0.047	
4.70	0.499	-0.009	0.247	
4.73	0.499	0.018	0.269	
4.77	0.501	0.021	-0.026	
4.80	0.501	0.009	-0.157	
4.83	0.501	0.004	-0.110	
4.87	0.501	0.002	-0.050	
4.90	0.502	0.002	-0.021	
4.93	0.501	0.001	-0.005	
4.97	0.502	0.002	0.004	
5.00	0.502	0.002	-0.005	
5.03	0.502	0.001	-0.001	
5.07	0.502	0.002	0.000	
5.10	0.502	0.002	-0.016	
5.13	0.502	0.001	-0.022	
5.17	0.502	0.000	-0.018	
5.20	0.502	-0.000	-0.015	
5.23	0.502	-0.001	-0.003	
