380.20	0.019	
381.00	0.019	
381.80	0.019	
382.70	0.019	
383.50	0.020	
384.30	0.020	
385.20	0.020	
386.00	0.020	
386.80	0.020	
387.60	0.020	
388.50	0.020	
389.30	0.021	
390.10	0.020	
391.00	0.020	
391.80	0.020	
392.60	0.021	
393.50	0.020	
394.30	0.020	
395.10	0.020	
395.90	0.020	
396.80	0.021	
397.60	0.021	
398.40	0.021	
399.30	0.021	
400.10	0.021	
400.90	0.021	
401.80	0.021	
402.60	0.021	
403.40	0.021	
404.20	0.021	
405.10	0.021	
405.90	0.021	
406.70	0.021	
407.60	0.021	
408.40	0.021	
409.20	0.022	
410.10	0.022	
410.90	0.022	
411.70	0.021	
412.50	0.021	
413.40	0.021	
414.20	0.021	
415.00	0.021	
415.90	0.022	
416.70	0.022	
417.50	0.021	
418.40	0.021	
419.20	0.021	
420.00	0.022	
420.80	0.022	
421.70	0.022	
422.50	0.022	
423.30	0.022	
424.20	0.022	
425.00	0.022	
425.80	0.022	
426.70	0.022	
427.50	0.021	
428.30	0.021	
429.10	0.021	
430.00	0.021	
430.80	0.021	
431.60	0.021	
432.50	0.022	
433.30	0.022	
434.10	0.022	
435.00	0.022	
435.80	0.021	
436.60	0.021	
437.40	0.021	
438.30	0.022	
439.10	0.022	
439.90	0.022	
440.80	0.022	
441.60	0.022	
442.40	0.023	
443.30	0.023	
444.10	0.023	
444.90	0.022	
445.70	0.022	
446.60	0.022	
447.40	0.022	
448.20	0.022	
449.10	0.022	
449.90	0.022	
450.70	0.022	
451.60	0.022	
452.40	0.022	
453.20	0.022	
454.00	0.023	
454.90	0.022	
455.70	0.022	
456.50	0.022	
457.40	0.022	
458.20	0.022	
459.00	0.023	
459.90	0.022	
460.70	0.022	
461.50	0.021	
462.30	0.022	
463.20	0.022	
464.00	0.021	
464.80	0.021	
465.70	0.021	
466.50	0.021	
467.30	0.021	
468.20	0.020	
469.00	0.020	
469.80	0.020	
470.60	0.021	
471.50	0.021	
472.30	0.021	
473.10	0.022	
474.00	0.021	
474.80	0.022	
475.60	0.023	
476.50	0.024	
477.30	0.024	
478.10	0.025	
478.90	0.024	
479.80	0.025	
480.60	0.025	
481.40	0.025	
482.30	0.025	
483.10	0.026	
483.90	0.026	
484.80	0.027	
485.60	0.027	
486.40	0.026	
487.20	0.024	
488.10	0.023	
488.90	0.022	
489.70	0.021	
490.60	0.022	
491.40	0.022	
492.20	0.022	
493.10	0.021	
493.90	0.021	
494.70	0.021	
495.50	0.021	
496.40	0.020	
497.20	0.020	
498.00	0.020	
498.90	0.020	
499.70	0.020	
500.50	0.020	
501.40	0.020	
502.20	0.020	
503.00	0.020	
503.80	0.020	
504.70	0.020	
505.50	0.020	
506.30	0.020	
507.20	0.020	
508.00	0.020	
508.80	0.020	
509.70	0.020	
510.50	0.020	
511.30	0.021	
512.20	0.021	
513.00	0.020	
513.80	0.020	
514.60	0.020	
515.40	0.020	
516.20	0.020	
517.00	0.020	
517.80	0.020	
518.70	0.020	
519.50	0.020	
520.30	0.020	
521.10	0.020	
521.90	0.020	
522.70	0.020	
523.50	0.021	
524.30	0.021	
525.20	0.021	
526.00	0.021	
526.80	0.021	
527.60	0.021	
528.40	0.020	
529.20	0.020	
530.00	0.020	
530.80	0.021	
531.70	0.020	
532.50	0.020	
533.30	0.019	
534.10	0.020	
534.90	0.020	
535.70	0.021	
536.50	0.021	
537.30	0.021	
538.20	0.020	
539.00	0.020	
539.80	0.020	
540.60	0.020	
541.40	0.020	
542.20	0.020	
543.00	0.020	
543.80	0.021	
544.70	0.021	
545.50	0.021	
546.30	0.021	
547.10	0.021	
547.90	0.020	
548.70	0.020	
549.50	0.021	
550.40	0.021	
551.20	0.021	
552.00	0.021	
552.80	0.021	
553.60	0.021	
554.40	0.021	
555.20	0.021	
556.00	0.021	
556.90	0.021	
557.70	0.020	
558.50	0.021	
559.30	0.021	
560.10	0.022	
560.90	0.022	
561.70	0.023	
562.50	0.024	
563.40	0.024	
564.20	0.025	
565.00	0.024	
565.80	0.024	
566.60	0.025	
567.40	0.026	
568.20	0.027	
569.00	0.028	
569.90	0.028	
570.70	0.029	
571.50	0.030	
572.30	0.031	
573.10	0.031	
573.90	0.031	
574.70	0.033	
575.50	0.034	
576.40	0.035	
577.20	0.035	
578.00	0.035	
578.80	0.036	
579.60	0.038	
580.40	0.039	
581.20	0.038	
582.10	0.035	
582.90	0.033	
583.70	0.032	
584.50	0.031	
585.30	0.031	
586.10	0.033	
586.90	0.035	
587.70	0.035	
588.50	0.034	
589.20	0.032	
590.00	0.031	
590.70	0.033	
591.50	0.035	
592.20	0.036	
593.00	0.035	
593.70	0.035	
594.50	0.034	
595.20	0.034	
596.00	0.034	
596.70	0.034	
597.50	0.033	
598.20	0.031	
599.00	0.031	
599.70	0.032	
600.50	0.035	
601.20	0.038	
602.00	0.037	
602.70	0.034	
603.40	0.032	
604.20	0.031	
604.90	0.031	
605.70	0.033	
606.40	0.033	
607.20	0.033	
607.90	0.032	
608.70	0.031	
609.40	0.029	
610.20	0.030	
610.90	0.031	
611.70	0.032	
612.40	0.032	
613.20	0.031	
613.90	0.029	
614.70	0.029	
615.40	0.028	
616.20	0.028	
616.90	0.027	
617.70	0.027	
618.40	0.028	
619.10	0.027	
619.90	0.027	
620.60	0.028	
621.40	0.028	
622.10	0.028	
622.90	0.026	
623.60	0.025	
624.40	0.025	
625.10	0.024	
625.90	0.024	
626.60	0.025	
627.40	0.025	
628.10	0.026	
628.90	0.025	
629.60	0.025	
630.40	0.025	
631.10	0.025	
631.90	0.025	
632.60	0.024	
633.40	0.023	
634.10	0.023	
634.80	0.023	
635.60	0.023	
636.30	0.023	
637.10	0.023	
637.80	0.023	
638.60	0.023	
639.30	0.023	
640.10	0.023	
640.80	0.024	
641.60	0.024	
642.30	0.024	
643.10	0.024	
643.80	0.024	
644.60	0.024	
645.30	0.024	
646.10	0.025	
646.80	0.025	
647.60	0.026	
648.30	0.027	
649.10	0.028	
649.80	0.031	
650.50	0.037	
651.30	0.044	
652.00	0.061	
652.80	0.139	
653.50	0.399	
654.30	0.703	
655.00	0.936	
655.80	0.954	
656.50	0.794	
657.30	0.564	
658.00	0.316	
658.80	0.164	
659.50	0.081	
660.30	0.044	
661.00	0.031	
661.80	0.026	
662.50	0.025	
663.30	0.024	
664.00	0.023	
664.80	0.023	
665.50	0.022	
666.20	0.022	
667.00	0.021	
667.80	0.021	
668.50	0.021	
669.20	0.021	
670.00	0.020	
670.70	0.021	
671.50	0.021	
672.20	0.020	
672.90	0.020	
673.70	0.020	
674.40	0.020	
675.20	0.019	
675.90	0.019	
676.70	0.019	
677.40	0.020	
678.10	0.020	
678.90	0.021	
679.60	0.020	
680.40	0.020	
681.10	0.020	
681.90	0.020	
682.60	0.020	
683.30	0.020	
684.10	0.020	
684.80	0.020	
685.60	0.020	
686.30	0.020	
687.10	0.020	
687.80	0.020	
688.50	0.019	
689.30	0.019	
690.00	0.019	
690.80	0.019	
691.50	0.019	
692.30	0.020	
693.00	0.019	
693.70	0.020	
694.50	0.019	
695.20	0.020	
696.00	0.020	
696.70	0.019	
697.50	0.019	
698.20	0.018	
698.90	0.019	
699.70	0.019	
700.40	0.019	
701.20	0.019	
701.90	0.019	
702.70	0.018	
703.40	0.018	
704.10	0.018	
704.90	0.019	
705.60	0.019	
706.40	0.019	
707.10	0.019	
707.90	0.019	
708.70	0.018	
709.50	0.018	
710.20	0.018	
711.00	0.018	
711.80	0.018	
712.60	0.018	
713.30	0.019	
714.10	0.019	
714.90	0.019	
715.60	0.020	
716.40	0.019	
717.20	0.020	
718.00	0.020	
718.70	0.020	
719.50	0.020	
720.30	0.020	
721.10	0.020	
721.80	0.020	
722.60	0.019	
723.40	0.019	
724.20	0.019	
724.90	0.020	
725.70	0.020	
726.50	0.020	
727.30	0.020	
728.00	0.020	
728.80	0.020	
729.60	0.020	
730.40	0.019	
731.10	0.020	
731.90	0.020	
732.70	0.020	
733.40	0.019	
734.20	0.019	
735.00	0.019	
735.80	0.018	
736.50	0.019	
737.30	0.019	
738.10	0.019	
738.90	0.019	
739.60	0.019	
740.40	0.019	
741.20	0.019	
742.00	0.018	
742.70	0.019	
743.50	0.019	
744.30	0.020	
745.10	0.020	
745.80	0.020	
746.60	0.020	
747.40	0.020	
748.10	0.020	
748.90	0.020	
749.70	0.020	
750.50	0.020	
751.20	0.020	
752.00	0.020	
752.80	0.021	
753.60	0.021	
754.30	0.021	
755.10	0.021	
755.90	0.020	
756.70	0.020	
757.40	0.021	
758.20	0.021	
759.00	0.021	
759.80	0.021	
760.50	0.021	
761.30	0.021	
762.10	0.020	
762.90	0.021	
763.60	0.021	
764.40	0.021	
765.20	0.021	
765.90	0.021	
766.70	0.021	
767.50	0.021	
768.30	0.020	
769.00	0.021	
769.80	0.021	
770.60	0.021	
771.40	0.021	
772.10	0.020	
772.90	0.020	
773.70	0.020	
774.50	0.020	
775.20	0.019	
776.00	0.019	
776.80	0.019	
777.60	0.019	
778.30	0.019	
779.10	0.019	
779.90	0.019	
780.60	0.019	
781.40	0.019	
782.20	0.018	
783.00	0.019	
783.70	0.019	
784.50	0.019	
785.30	0.019	
786.10	0.019	
786.80	0.019	
787.60	0.018	
788.40	0.018	
789.20	0.017	
789.90	0.018	
790.70	0.018	
791.50	0.018	
792.30	0.018	
793.00	0.017	
793.80	0.018	
794.60	0.018	
795.40	0.018	
796.10	0.018	
796.90	0.018	
797.70	0.018	
798.40	0.018	
799.20	0.018	
800.00	0.018	
800.80	0.018	
801.50	0.018	
802.30	0.018	
803.10	0.018	
803.90	0.018	
804.60	0.018	
805.40	0.019	
806.20	0.018	
807.00	0.017	
807.70	0.017	
808.50	0.017	
809.30	0.017	
810.10	0.017	
810.80	0.017	
811.60	0.017	
812.40	0.017	
813.10	0.017	
813.90	0.017	
814.70	0.017	
815.50	0.017	
816.20	0.017	
817.00	0.017	
817.80	0.017	
818.60	0.017	
819.30	0.018	
820.10	0.018	
820.90	0.017	
821.70	0.016	
822.40	0.016	
823.20	0.017	
824.00	0.017	
824.80	0.016	
825.50	0.016	
826.30	0.017	
827.10	0.017	
827.80	0.017	
828.60	0.017	
829.40	0.017	
830.20	0.017	
830.90	0.017	
831.70	0.017	
832.60	0.017	
833.40	0.016	
834.30	0.017	
835.10	0.017	
836.00	0.018	
836.80	0.017	
837.70	0.016	
838.50	0.016	
839.40	0.017	
840.20	0.016	
841.10	0.015	
841.90	0.016	
842.80	0.016	
843.60	0.016	
844.50	0.017	
845.30	0.017	
846.20	0.016	
847.00	0.016	
847.90	0.016	
848.70	0.016	
849.60	0.016	
850.40	0.016	
851.30	0.016	
852.10	0.016	
853.00	0.016	
853.80	0.016	
854.70	0.016	
855.50	0.016	
856.40	0.016	
857.20	0.016	
858.10	0.016	
858.90	0.016	
859.80	0.016	
860.60	0.016	
861.50	0.015	
862.30	0.016	
863.20	0.016	
864.00	0.016	
864.90	0.016	
865.70	0.016	
866.60	0.016	
867.40	0.015	
868.30	0.016	
869.10	0.016	
870.00	0.016	
870.80	0.016	
871.70	0.016	
872.50	0.016	
873.40	0.016	
874.20	0.016	
875.10	0.016	
875.90	0.015	
876.80	0.016	
877.60	0.016	
878.50	0.016	
879.30	0.016	
880.20	0.016	
881.00	0.016	
881.90	0.016	
882.70	0.016	
883.60	0.015	
884.40	0.015	
885.30	0.015	
886.10	0.015	
887.00	0.015	
887.80	0.016	
888.70	0.016	
889.50	0.016	
890.40	0.016	
891.20	0.016	
892.10	0.015	
892.90	0.015	
893.80	0.016	
894.60	0.016	
895.50	0.016	
896.30	0.015	
897.20	0.015	
898.00	0.015	
898.90	0.015	
899.70	0.016	
