X,CH1,CH2,
Second,Volt,Volt,
-1.20e-06,-4.00e-01,-2.16e-03
-1.20e-06,-3.60e-01,-2.24e-03
-1.19e-06,-4.00e-01,-2.48e-03
-1.19e-06,-3.60e-01,-2.40e-03
-1.18e-06,-4.00e-01,-2.24e-03
-1.18e-06,-3.60e-01,-2.40e-03
-1.18e-06,-4.00e-01,-2.40e-03
-1.17e-06,-3.60e-01,-2.08e-03
-1.17e-06,-4.00e-01,-2.48e-03
-1.16e-06,-4.00e-01,-2.24e-03
-1.16e-06,-4.00e-01,-2.48e-03
-1.16e-06,-3.60e-01,-2.08e-03
-1.15e-06,-4.00e-01,-2.08e-03
-1.15e-06,-4.00e-01,-2.40e-03
-1.14e-06,-4.00e-01,-2.40e-03
-1.14e-06,-3.60e-01,-2.00e-03
-1.14e-06,-4.00e-01,-2.16e-03
-1.13e-06,-4.00e-01,-2.40e-03
-1.13e-06,-4.00e-01,-2.40e-03
-1.12e-06,-3.60e-01,-2.08e-03
-1.12e-06,-4.00e-01,-2.16e-03
-1.12e-06,-3.60e-01,-2.32e-03
-1.11e-06,-4.00e-01,-2.40e-03
-1.11e-06,-4.00e-01,-2.16e-03
-1.10e-06,-4.00e-01,-2.16e-03
-1.10e-06,-4.00e-01,-2.48e-03
-1.10e-06,-4.00e-01,-2.16e-03
-1.09e-06,-4.00e-01,-2.40e-03
-1.09e-06,-4.00e-01,-2.32e-03
-1.08e-06,-3.60e-01,-2.16e-03
-1.08e-06,-3.60e-01,-2.16e-03
-1.08e-06,-4.00e-01,-2.32e-03
-1.07e-06,-3.60e-01,-2.16e-03
-1.07e-06,-4.00e-01,-2.40e-03
-1.06e-06,-4.00e-01,-2.08e-03
-1.06e-06,-3.60e-01,-2.48e-03
-1.06e-06,-4.00e-01,-2.40e-03
-1.05e-06,-3.60e-01,-2.24e-03
-1.05e-06,-3.60e-01,-2.48e-03
-1.04e-06,-4.00e-01,-2.08e-03
-1.04e-06,-4.00e-01,-2.40e-03
-1.04e-06,-4.00e-01,-2.32e-03
-1.03e-06,-4.00e-01,-2.24e-03
-1.03e-06,-4.00e-01,-2.00e-03
-1.02e-06,-4.00e-01,-2.48e-03
-1.02e-06,-4.00e-01,-2.24e-03
-1.02e-06,-4.00e-01,-2.24e-03
-1.01e-06,-4.00e-01,-2.56e-03
-1.01e-06,-4.00e-01,-2.16e-03
-1.00e-06,-4.00e-01,-2.40e-03
-1.00e-06,-4.00e-01,-2.40e-03
-9.96e-07,-4.00e-01,-2.24e-03
-9.92e-07,-4.00e-01,-2.40e-03
-9.88e-07,-4.00e-01,-2.16e-03
-9.84e-07,-4.00e-01,-2.56e-03
-9.80e-07,-3.60e-01,-2.16e-03
-9.76e-07,-4.00e-01,-2.40e-03
-9.72e-07,-4.00e-01,-2.16e-03
-9.68e-07,-4.00e-01,-2.40e-03
-9.64e-07,-4.00e-01,-2.24e-03
-9.60e-07,-4.00e-01,-2.56e-03
-9.56e-07,-4.00e-01,-2.24e-03
-9.52e-07,-4.00e-01,-2.40e-03
-9.48e-07,-4.00e-01,-2.08e-03
-9.44e-07,-4.00e-01,-2.24e-03
-9.40e-07,-4.00e-01,-2.48e-03
-9.36e-07,-4.00e-01,-2.40e-03
-9.32e-07,-4.00e-01,-2.32e-03
-9.28e-07,-3.60e-01,-2.32e-03
-9.24e-07,-4.40e-01,-2.00e-03
-9.20e-07,-4.00e-01,-2.40e-03
-9.16e-07,-4.00e-01,-2.08e-03
-9.12e-07,-4.00e-01,-2.40e-03
-9.08e-07,-4.00e-01,-2.08e-03
-9.04e-07,-4.00e-01,-2.48e-03
-9.00e-07,-4.00e-01,-2.16e-03
-8.96e-07,-4.00e-01,-2.40e-03
-8.92e-07,-4.00e-01,-2.00e-03
-8.88e-07,-4.00e-01,-2.32e-03
-8.84e-07,-4.00e-01,-2.24e-03
-8.80e-07,-4.00e-01,-2.16e-03
-8.76e-07,-4.00e-01,-2.40e-03
-8.72e-07,-4.00e-01,-2.40e-03
-8.68e-07,-4.00e-01,-2.24e-03
-8.64e-07,-4.00e-01,-2.32e-03
-8.60e-07,-4.00e-01,-2.40e-03
-8.56e-07,-4.00e-01,-2.56e-03
-8.52e-07,-4.00e-01,-2.24e-03
-8.48e-07,-4.00e-01,-2.64e-03
