Vernier Format 2
589.6g.txt 6/30/2018 4:53:20
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.254	0.100	0.760	
0.03	0.257	0.125	0.750	
0.07	0.261	0.155	0.608	
0.10	0.267	0.175	0.189	
0.13	0.274	0.174	-0.462	
0.17	0.280	0.145	-1.149	
0.20	0.284	0.093	-1.686	
0.23	0.286	0.025	-1.945	
0.27	0.286	-0.046	-1.864	
0.30	0.283	-0.106	-1.519	
0.33	0.278	-0.153	-0.969	
0.37	0.272	-0.176	-0.250	
0.40	0.266	-0.170	0.496	
0.43	0.260	-0.139	1.136	
0.47	0.256	-0.090	1.598	
0.50	0.254	-0.027	1.827	
0.53	0.254	0.040	1.781	
0.57	0.257	0.098	1.495	
0.60	0.261	0.144	1.015	
0.63	0.267	0.171	0.361	
0.67	0.273	0.171	-0.369	
0.70	0.279	0.145	-1.058	
0.73	0.283	0.097	-1.622	
0.77	0.286	0.030	-1.922	
0.80	0.285	-0.041	-1.884	
0.83	0.283	-0.104	-1.548	
0.87	0.278	-0.150	-0.981	
0.90	0.272	-0.173	-0.285	
0.93	0.266	-0.170	0.438	
0.97	0.260	-0.141	1.082	
1.00	0.256	-0.093	1.555	
1.03	0.254	-0.032	1.803	
1.07	0.254	0.034	1.799	
1.10	0.256	0.095	1.538	
1.13	0.260	0.143	1.044	
1.17	0.266	0.170	0.379	
1.20	0.272	0.170	-0.348	
1.23	0.278	0.145	-1.028	
1.27	0.283	0.097	-1.559	
1.30	0.285	0.035	-1.862	
1.33	0.285	-0.034	-1.877	
1.37	0.283	-0.099	-1.560	
1.40	0.278	-0.145	-0.994	
1.43	0.272	-0.168	-0.319	
1.47	0.266	-0.167	0.385	
1.50	0.261	-0.141	1.027	
1.53	0.256	-0.095	1.516	
1.57	0.254	-0.034	1.779	
1.60	0.254	0.031	1.774	
1.63	0.256	0.091	1.506	
1.67	0.260	0.137	1.034	
1.70	0.266	0.164	0.426	
1.73	0.272	0.168	-0.281	
1.77	0.278	0.145	-0.979	
1.80	0.282	0.099	-1.525	
1.83	0.285	0.037	-1.824	
1.87	0.285	-0.031	-1.822	
1.90	0.282	-0.092	-1.543	
1.93	0.278	-0.140	-1.037	
1.97	0.273	-0.165	-0.407	
2.00	0.267	-0.167	0.232	
2.03	0.261	-0.147	0.828	
2.07	0.257	-0.114	1.466	
2.10	0.252	-0.052	2.070	
2.13	0.252	0.043	2.093	
2.17	0.256	0.108	1.514	
2.20	0.260	0.141	0.903	
2.23	0.266	0.164	0.343	
2.27	0.272	0.167	-0.289	
2.30	0.277	0.147	-0.942	
2.33	0.282	0.101	-1.483	
2.37	0.285	0.040	-1.774	
2.40	0.285	-0.024	-1.792	
2.43	0.283	-0.085	-1.572	
2.47	0.279	-0.136	-1.096	
2.50	0.273	-0.164	-0.426	
2.53	0.267	-0.164	0.246	
2.57	0.262	-0.144	0.845	
2.60	0.257	-0.105	1.335	
2.63	0.255	-0.057	1.795	
2.67	0.252	0.021	1.999	
2.70	0.256	0.096	1.610	
2.73	0.260	0.134	1.005	
2.77	0.265	0.160	0.422	
2.80	0.271	0.164	-0.222	
2.83	0.277	0.145	-0.863	
2.87	0.281	0.104	-1.403	
2.90	0.284	0.047	-1.747	
2.93	0.285	-0.020	-1.802	
2.97	0.283	-0.082	-1.552	
3.00	0.279	-0.128	-1.084	
3.03	0.274	-0.158	-0.455	
3.07	0.268	-0.161	0.227	
3.10	0.262	-0.141	0.847	
3.13	0.258	-0.102	1.351	
3.17	0.255	-0.046	1.664	
3.20	0.255	0.016	1.741	
3.23	0.256	0.077	1.553	
3.27	0.260	0.126	1.117	
3.30	0.265	0.156	0.522	
3.33	0.271	0.163	-0.148	
3.37	0.277	0.145	-0.807	
3.40	0.281	0.106	-1.365	
3.43	0.284	0.050	-1.730	
3.47	0.285	-0.017	-1.812	
3.50	0.283	-0.080	-1.570	
3.53	0.279	-0.128	-1.081	
3.57	0.274	-0.156	-0.464	
3.60	0.268	-0.160	0.191	
3.63	0.263	-0.141	0.782	
3.67	0.258	-0.104	1.240	
3.70	0.255	-0.054	1.535	
3.73	0.255	-0.003	1.785	
3.77	0.254	0.072	1.777	
3.80	0.260	0.135	1.202	
3.83	0.265	0.155	0.481	
3.87	0.270	0.162	-0.165	
3.90	0.276	0.145	-0.804	
3.93	0.281	0.106	-1.317	
3.97	0.283	0.052	-1.656	
4.00	0.284	-0.011	-1.762	
4.03	0.283	-0.074	-1.569	
4.07	0.279	-0.123	-1.119	
4.10	0.274	-0.151	-0.546	
4.13	0.268	-0.159	0.074	
4.17	0.263	-0.146	0.699	
4.20	0.258	-0.116	1.351	
4.23	0.254	-0.050	1.786	
4.27	0.255	0.020	1.728	
4.30	0.256	0.070	1.450	
4.33	0.259	0.117	1.082	
4.37	0.264	0.147	0.567	
4.40	0.270	0.158	-0.046	
4.43	0.275	0.145	-0.694	
4.47	0.280	0.109	-1.250	
4.50	0.283	0.056	-1.611	
4.53	0.284	-0.005	-1.723	
4.57	0.283	-0.066	-1.570	
4.60	0.279	-0.117	-1.154	
4.63	0.274	-0.148	-0.555	
4.67	0.269	-0.155	0.101	
4.70	0.263	-0.140	0.722	
4.73	0.259	-0.103	1.206	
4.77	0.256	-0.054	1.500	
4.80	0.255	0.001	1.612	
4.83	0.256	0.058	1.525	
4.87	0.259	0.110	1.186	
4.90	0.264	0.143	0.637	
4.93	0.269	0.154	0.007	
4.97	0.275	0.144	-0.638	
5.00	0.280	0.109	-1.197	
5.03	0.283	0.059	-1.560	
5.07	0.284	-0.001	-1.693	
5.10	0.283	-0.061	-1.567	
5.13	0.279	-0.113	-1.177	
5.17	0.275	-0.145	-0.598	
5.20	0.269	-0.154	0.043	
5.23	0.264	-0.141	0.659	
5.27	0.259	-0.108	1.189	
