Vernier Format 2
389.6g.txt 6/30/2018 4:45:27
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.258	0.130	0.273	
0.03	0.262	0.136	0.316	
0.07	0.266	0.155	0.195	
0.10	0.273	0.165	-0.360	
0.13	0.278	0.142	-1.281	
0.17	0.284	0.077	-2.124	
0.20	0.284	-0.016	-2.411	
0.23	0.282	-0.099	-2.112	
0.27	0.277	-0.170	-1.349	
0.30	0.270	-0.199	-0.276	
0.33	0.263	-0.184	0.683	
0.37	0.257	-0.146	1.398	
0.40	0.253	-0.086	1.898	
0.43	0.251	-0.011	2.090	
0.47	0.252	0.063	1.954	
0.50	0.255	0.125	1.572	
0.53	0.261	0.172	1.002	
0.57	0.267	0.202	0.122	
0.60	0.275	0.189	-0.990	
0.63	0.281	0.127	-1.842	
0.67	0.284	0.051	-2.225	
0.70	0.285	-0.030	-2.243	
0.73	0.282	-0.106	-1.929	
0.77	0.277	-0.171	-1.197	
0.80	0.269	-0.195	-0.174	
0.83	0.263	-0.177	0.722	
0.87	0.257	-0.140	1.396	
0.90	0.253	-0.080	1.879	
0.93	0.251	-0.006	2.057	
0.97	0.253	0.066	1.916	
1.00	0.256	0.127	1.540	
1.03	0.262	0.173	0.956	
1.07	0.268	0.202	0.032	
1.10	0.276	0.182	-1.066	
1.13	0.281	0.120	-1.853	
1.17	0.285	0.045	-2.190	
1.20	0.285	-0.035	-2.161	
1.23	0.282	-0.107	-1.818	
1.27	0.277	-0.163	-1.207	
1.30	0.271	-0.197	-0.300	
1.33	0.263	-0.188	0.744	
1.37	0.257	-0.138	1.522	
1.40	0.253	-0.076	1.940	
1.43	0.252	-0.002	2.073	
1.47	0.253	0.070	1.914	
1.50	0.257	0.133	1.478	
1.53	0.262	0.174	0.817	
1.57	0.269	0.195	-0.081	
1.60	0.277	0.173	-1.089	
1.63	0.281	0.113	-1.816	
1.67	0.284	0.041	-2.165	
1.70	0.284	-0.039	-2.179	
1.73	0.282	-0.113	-1.836	
1.77	0.277	-0.175	-1.062	
1.80	0.269	-0.193	-0.015	
1.83	0.263	-0.169	0.852	
1.87	0.257	-0.129	1.479	
1.90	0.253	-0.066	1.888	
1.93	0.252	0.006	1.977	
1.97	0.254	0.075	1.760	
2.00	0.258	0.130	1.290	
2.03	0.263	0.165	0.643	
2.07	0.269	0.175	-0.106	
2.10	0.275	0.163	-0.985	
2.13	0.282	0.111	-1.845	
2.17	0.284	0.020	-2.129	
2.20	0.282	-0.045	-1.930	
2.23	0.281	-0.103	-1.712	
2.27	0.276	-0.173	-1.067	
2.30	0.267	-0.192	0.049	
2.33	0.261	-0.161	0.953	
2.37	0.257	-0.116	1.491	
2.40	0.253	-0.057	1.815	
2.43	0.252	0.010	1.910	
2.47	0.254	0.078	1.726	
2.50	0.258	0.134	1.255	
2.53	0.264	0.167	0.586	
2.57	0.270	0.173	-0.143	
2.60	0.275	0.161	-0.976	
2.63	0.282	0.109	-1.792	
2.67	0.284	0.028	-2.179	
2.70	0.283	-0.049	-2.108	
2.73	0.280	-0.119	-1.721	
2.77	0.275	-0.176	-0.928	
2.80	0.267	-0.190	0.137	
2.83	0.261	-0.159	0.996	
2.87	0.256	-0.113	1.522	
2.90	0.253	-0.053	1.836	
2.93	0.253	0.015	1.933	
2.97	0.254	0.082	1.786	
3.00	0.258	0.141	1.354	
3.03	0.264	0.185	0.527	
3.07	0.272	0.184	-0.532	
3.10	0.277	0.140	-1.335	
3.13	0.281	0.085	-1.815	
3.17	0.283	0.015	-2.077	
3.20	0.283	-0.060	-2.048	
3.23	0.280	-0.137	-1.533	
3.27	0.272	-0.176	-0.590	
3.30	0.267	-0.172	0.295	
3.33	0.261	-0.150	0.984	
3.37	0.256	-0.103	1.498	
3.40	0.253	-0.044	1.782	
3.43	0.253	0.022	1.830	
3.47	0.255	0.085	1.625	
3.50	0.259	0.137	1.180	
3.53	0.264	0.169	0.508	
3.57	0.271	0.179	-0.416	
3.60	0.278	0.145	-1.397	
3.63	0.282	0.067	-1.845	
3.67	0.281	0.009	-1.857	
3.70	0.282	-0.049	-1.909	
3.73	0.279	-0.131	-1.543	
3.77	0.272	-0.173	-0.597	
3.80	0.266	-0.168	0.318	
3.83	0.261	-0.143	1.003	
3.87	0.256	-0.097	1.503	
3.90	0.254	-0.037	1.767	
3.93	0.253	0.027	1.786	
3.97	0.256	0.089	1.527	
4.00	0.260	0.136	1.008	
4.03	0.265	0.163	0.292	
4.07	0.272	0.157	-0.466	
4.10	0.276	0.125	-1.071	
4.13	0.280	0.087	-1.658	
4.17	0.283	0.016	-2.167	
4.20	0.282	-0.079	-2.018	
4.23	0.277	-0.139	-1.238	
4.27	0.271	-0.160	-0.391	
4.30	0.266	-0.159	0.328	
4.33	0.260	-0.137	0.963	
4.37	0.256	-0.093	1.482	
4.40	0.254	-0.032	1.769	
4.43	0.254	0.033	1.756	
4.47	0.256	0.092	1.471	
4.50	0.260	0.137	0.972	
4.53	0.266	0.160	0.332	
4.57	0.271	0.160	-0.360	
4.60	0.277	0.141	-1.157	
4.63	0.282	0.083	-1.906	
4.67	0.283	-0.001	-2.176	
4.70	0.282	-0.076	-1.953	
4.73	0.278	-0.142	-1.324	
4.77	0.271	-0.174	-0.386	
4.80	0.265	-0.164	0.465	
4.83	0.260	-0.135	1.084	
4.87	0.256	-0.088	1.536	
4.90	0.253	-0.027	1.771	
4.93	0.254	0.037	1.751	
4.97	0.256	0.095	1.520	
5.00	0.260	0.142	1.090	
5.03	0.266	0.179	0.306	
5.07	0.274	0.172	-0.729	
5.10	0.279	0.121	-1.507	
5.13	0.282	0.058	-1.854	
5.17	0.283	-0.010	-1.911	
5.20	0.281	-0.075	-1.718	
5.23	0.277	-0.129	-1.299	
5.27	0.272	-0.172	-0.554	
