Vernier Format 2
89.6g.txt 6/30/2018 4:36:20
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.264	-0.081	1.245	
0.03	0.260	-0.043	1.372	
0.07	0.259	0.007	1.473	
0.10	0.260	0.061	1.392	
0.13	0.264	0.110	0.987	
0.17	0.268	0.136	0.275	
0.20	0.274	0.131	-0.552	
0.23	0.278	0.095	-1.263	
0.27	0.280	0.040	-1.710	
0.30	0.281	-0.029	-1.777	
0.33	0.278	-0.092	-1.384	
0.37	0.274	-0.130	-0.666	
0.40	0.269	-0.139	0.179	
0.43	0.264	-0.117	0.984	
0.47	0.260	-0.068	1.560	
0.50	0.259	-0.002	1.750	
0.53	0.260	0.060	1.532	
0.57	0.263	0.108	1.013	
0.60	0.268	0.134	0.281	
0.63	0.273	0.129	-0.529	
0.67	0.277	0.095	-1.214	
0.70	0.280	0.040	-1.627	
0.73	0.280	-0.023	-1.697	
0.77	0.279	-0.083	-1.389	
0.80	0.274	-0.125	-0.728	
0.83	0.269	-0.136	0.109	
0.87	0.264	-0.116	0.895	
0.90	0.261	-0.071	1.472	
0.93	0.259	-0.010	1.738	
0.97	0.260	0.056	1.601	
1.00	0.263	0.108	1.059	
1.03	0.268	0.133	0.292	
1.07	0.273	0.128	-0.499	
1.10	0.277	0.096	-1.175	
1.13	0.280	0.043	-1.596	
1.17	0.280	-0.019	-1.673	
1.20	0.279	-0.078	-1.385	
1.23	0.275	-0.121	-0.765	
1.27	0.270	-0.134	0.035	
1.30	0.265	-0.118	0.817	
1.33	0.261	-0.075	1.420	
1.37	0.259	-0.015	1.713	
1.40	0.260	0.050	1.597	
1.43	0.263	0.102	1.092	
1.47	0.268	0.129	0.368	
1.50	0.273	0.129	-0.428	
1.53	0.277	0.098	-1.140	
1.57	0.280	0.045	-1.581	
1.60	0.280	-0.018	-1.649	
1.63	0.278	-0.074	-1.364	
1.67	0.275	-0.116	-0.792	
1.70	0.270	-0.133	-0.019	
1.73	0.265	-0.118	0.768	
1.77	0.261	-0.076	1.368	
1.80	0.260	-0.018	1.666	
1.83	0.260	0.044	1.611	
1.87	0.263	0.100	1.165	
1.90	0.267	0.131	0.416	
1.93	0.272	0.130	-0.415	
1.97	0.277	0.099	-1.124	
2.00	0.280	0.047	-1.562	
2.03	0.280	-0.014	-1.645	
2.07	0.279	-0.073	-1.343	
2.10	0.275	-0.112	-0.760	
2.13	0.270	-0.127	-0.052	
2.17	0.266	-0.116	0.687	
2.20	0.262	-0.078	1.297	
2.23	0.260	-0.021	1.610	
2.27	0.260	0.040	1.561	
2.30	0.263	0.091	1.173	
2.33	0.267	0.126	0.499	
2.37	0.272	0.130	-0.335	
2.40	0.276	0.100	-1.072	
2.43	0.279	0.051	-1.544	
2.47	0.280	-0.012	-1.663	
2.50	0.279	-0.071	-1.374	
2.53	0.275	-0.112	-0.775	
2.57	0.270	-0.126	-0.047	
2.60	0.266	-0.114	0.657	
2.63	0.262	-0.079	1.236	
2.67	0.260	-0.025	1.569	
2.70	0.260	0.035	1.553	
2.73	0.263	0.088	1.189	
2.77	0.267	0.121	0.558	
2.80	0.271	0.130	-0.240	
2.83	0.276	0.105	-1.013	
2.87	0.279	0.055	-1.528	
2.90	0.280	-0.007	-1.670	
2.93	0.279	-0.067	-1.416	
2.97	0.275	-0.110	-0.837	
3.00	0.270	-0.128	-0.081	
3.03	0.266	-0.115	0.652	
3.07	0.262	-0.079	1.200	
3.10	0.260	-0.029	1.514	
3.13	0.260	0.030	1.510	
3.17	0.262	0.082	1.160	
3.20	0.266	0.114	0.568	
3.23	0.270	0.122	-0.136	
3.27	0.275	0.106	-0.860	
3.30	0.278	0.061	-1.440	
3.33	0.279	-0.001	-1.650	
3.37	0.278	-0.061	-1.436	
3.40	0.275	-0.105	-0.888	
3.43	0.270	-0.125	-0.147	
3.47	0.266	-0.116	0.617	
3.50	0.262	-0.079	1.211	
3.53	0.260	-0.026	1.489	
3.57	0.260	0.028	1.474	
3.60	0.262	0.079	1.185	
3.63	0.266	0.115	0.615	
3.67	0.270	0.125	-0.117	
3.70	0.275	0.106	-0.833	
3.73	0.278	0.065	-1.380	
3.77	0.280	0.006	-1.622	
3.80	0.279	-0.055	-1.459	
3.83	0.276	-0.101	-0.945	
3.87	0.271	-0.123	-0.235	
3.90	0.267	-0.118	0.519	
3.93	0.263	-0.086	1.162	
3.97	0.260	-0.086	1.516	
4.00	0.261	0.026	1.494	
4.03	0.262	0.075	1.175	
4.07	0.266	0.111	0.620	
4.10	0.270	0.121	-0.096	
4.13	0.275	0.104	-0.792	
4.17	0.278	0.063	-1.294	
4.20	0.279	0.010	-1.526	
4.23	0.279	-0.047	-1.451	
4.27	0.276	-0.097	-1.009	
4.30	0.272	-0.122	-0.301	
4.33	0.267	-0.118	0.460	
4.37	0.263	-0.088	1.102	
4.40	0.261	-0.038	1.500	
4.43	0.260	0.022	1.542	
4.47	0.262	0.076	1.200	
4.50	0.266	0.108	0.624	
4.53	0.270	0.120	-0.067	
4.57	0.275	0.105	-0.768	
4.60	0.278	0.064	-1.289	
4.63	0.279	0.009	-1.490	
4.67	0.278	-0.044	-1.378	
4.70	0.276	-0.089	-0.999	
4.73	0.272	-0.118	-0.360	
4.77	0.267	-0.117	0.397	
4.80	0.263	-0.088	1.044	
4.83	0.261	-0.040	1.441	
4.87	0.261	0.016	1.530	
4.90	0.262	0.072	1.256	
4.93	0.266	0.109	0.662	
4.97	0.270	0.119	-0.056	
5.00	0.274	0.104	-0.729	
5.03	0.278	0.066	-1.236	
5.07	0.279	0.013	-1.463	
5.10	0.279	-0.039	-1.393	
5.13	0.276	-0.087	-1.043	
5.17	0.272	-0.117	-0.408	
5.20	0.268	-0.117	0.348	
5.23	0.264	-0.091	0.995	
5.27	0.261	-0.045	1.408	
