Vernier Format 2
240g.txt 6/30/2018 4:41:23
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.258	0.021	0.864	
0.03	0.259	0.047	0.959	
0.07	0.260	0.084	0.972	
0.10	0.264	0.124	0.654	
0.13	0.269	0.139	-0.009	
0.17	0.274	0.123	-0.721	
0.20	0.278	0.087	-1.303	
0.23	0.281	0.030	-1.647	
0.27	0.280	-0.033	-1.642	
0.30	0.278	-0.088	-1.299	
0.33	0.274	-0.127	-0.694	
0.37	0.269	-0.137	-0.002	
0.40	0.264	-0.124	0.615	
0.43	0.260	-0.092	1.116	
0.47	0.258	-0.050	1.577	
0.50	0.256	0.014	1.915	
0.53	0.258	0.098	1.610	
0.57	0.264	0.140	0.719	
0.60	0.269	0.141	-0.106	
0.63	0.274	0.126	-0.734	
0.67	0.278	0.090	-1.247	
0.70	0.280	0.039	-1.583	
0.73	0.281	-0.023	-1.622	
0.77	0.279	-0.080	-1.304	
0.80	0.275	-0.118	-0.722	
0.83	0.270	-0.130	-0.044	
0.87	0.265	-0.119	0.595	
0.90	0.262	-0.088	1.145	
0.93	0.259	-0.038	1.495	
0.97	0.259	0.021	1.511	
1.00	0.261	0.071	1.234	
1.03	0.264	0.107	0.781	
1.07	0.268	0.127	0.191	
1.10	0.273	0.123	-0.489	
1.13	0.277	0.093	-1.120	
1.17	0.280	0.042	-1.527	
1.20	0.280	-0.019	-1.574	
1.23	0.278	-0.072	-1.290	
1.27	0.275	-0.110	-0.780	
1.30	0.270	-0.129	-0.106	
1.33	0.266	-0.118	0.569	
1.37	0.262	-0.085	1.078	
1.40	0.260	-0.040	1.380	
1.43	0.259	0.013	1.441	
1.47	0.261	0.064	1.223	
1.50	0.264	0.101	0.767	
1.53	0.268	0.117	0.210	
1.57	0.272	0.115	-0.356	
1.60	0.276	0.094	-0.937	
1.63	0.279	0.050	-1.407	
1.67	0.280	-0.009	-1.556	
1.70	0.278	-0.065	-1.326	
1.73	0.275	-0.104	-0.818	
1.77	0.271	-0.122	-0.179	
1.80	0.266	-0.117	0.489	
1.83	0.262	-0.087	1.046	
1.87	0.260	-0.041	1.365	
1.90	0.259	0.012	1.412	
1.93	0.261	0.061	1.185	
1.97	0.264	0.096	0.759	
2.00	0.268	0.114	0.236	
2.03	0.272	0.113	-0.325	
2.07	0.276	0.091	-0.853	
2.10	0.278	0.053	-1.264	
2.13	0.280	0.001	-1.454	
2.17	0.279	-0.053	-1.320	
2.20	0.276	-0.095	-0.903	
2.23	0.272	-0.117	-0.337	
2.27	0.267	-0.118	0.281	
2.30	0.263	-0.098	0.873	
2.33	0.261	-0.061	1.418	
2.37	0.258	0.006	1.641	
2.40	0.261	0.068	1.270	
2.43	0.264	0.095	0.699	
2.47	0.268	0.110	0.203	
2.50	0.272	0.109	-0.294	
2.53	0.275	0.091	-0.782	
2.57	0.278	0.056	-1.219	
2.60	0.280	0.004	-1.441	
2.63	0.279	-0.050	-1.310	
2.67	0.276	-0.092	-0.879	
2.70	0.272	-0.113	-0.297	
2.73	0.268	-0.112	0.318	
2.77	0.264	-0.090	0.871	
2.80	0.261	-0.050	1.249	
2.83	0.260	0.001	1.354	
2.87	0.261	0.049	1.175	
2.90	0.264	0.084	0.799	
2.93	0.267	0.105	0.303	
2.97	0.271	0.106	-0.238	
3.00	0.275	0.088	-0.736	
3.03	0.278	0.053	-1.105	
3.07	0.279	0.009	-1.278	
3.10	0.278	-0.038	-1.234	
3.13	0.276	-0.080	-0.931	
3.17	0.273	-0.106	-0.406	
3.20	0.268	-0.109	0.199	
3.23	0.265	-0.091	0.745	
3.27	0.262	-0.055	1.133	
3.30	0.261	-0.010	1.314	
3.33	0.261	0.039	1.231	
3.37	0.264	0.080	0.878	
3.40	0.267	0.102	0.378	
3.43	0.271	0.106	-0.184	
3.47	0.275	0.089	-0.713	
3.50	0.277	0.055	-1.096	
3.53	0.279	0.010	-1.273	
3.57	0.278	-0.036	-1.210	
3.60	0.276	-0.077	-0.921	
3.63	0.272	-0.104	-0.428	
3.67	0.268	-0.108	0.154	
3.70	0.265	-0.092	0.705	
3.73	0.262	-0.057	1.121	
3.77	0.261	-0.011	1.309	
3.80	0.261	0.037	1.227	
3.83	0.263	0.078	0.886	
3.87	0.267	0.101	0.389	
3.90	0.270	0.105	-0.164	
3.93	0.274	0.089	-0.682	
3.97	0.277	0.056	-1.079	
4.00	0.278	0.011	-1.274	
4.03	0.278	-0.036	-1.195	
4.07	0.275	-0.074	-0.885	
4.10	0.272	-0.099	-0.433	
4.13	0.268	-0.106	0.116	
4.17	0.265	-0.091	0.656	
4.20	0.262	-0.059	1.072	
4.23	0.260	-0.014	1.285	
4.27	0.261	0.034	1.235	
4.30	0.263	0.075	0.925	
4.33	0.266	0.101	0.415	
4.37	0.270	0.104	-0.148	
4.40	0.274	0.090	-0.666	
4.43	0.277	0.057	-1.067	
4.47	0.278	0.013	-1.248	
4.50	0.277	-0.033	-1.183	
4.53	0.275	-0.072	-0.897	
4.57	0.272	-0.098	-0.441	
4.60	0.268	-0.104	0.109	
4.63	0.265	-0.089	0.628	
4.67	0.262	-0.059	1.025	
4.70	0.261	-0.016	1.244	
4.73	0.261	0.031	1.219	
4.77	0.263	0.071	0.965	
4.80	0.266	0.101	0.499	
4.83	0.270	0.108	-0.101	
4.87	0.274	0.092	-0.649	
4.90	0.277	0.061	-1.059	
4.93	0.278	0.017	-1.267	
4.97	0.278	-0.031	-1.208	
5.00	0.276	-0.071	-0.890	
5.03	0.273	-0.094	-0.421	
5.07	0.269	-0.100	0.074	
5.10	0.265	-0.089	0.572	
5.13	0.263	-0.060	0.988	
5.17	0.261	-0.018	1.215	
5.20	0.261	0.028	1.201	
5.23	0.263	0.069	0.942	
5.27	0.266	0.095	0.516	
