Vernier Format 2
289.6g.txt 6/30/2018 4:42:10
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.263	0.040	0.403	
0.03	0.264	0.052	0.403	
0.07	0.266	0.069	0.325	
0.10	0.269	0.080	0.075	
0.13	0.272	0.077	-0.289	
0.17	0.275	0.060	-0.646	
0.20	0.276	0.033	-0.940	
0.23	0.277	-0.006	-1.075	
0.27	0.276	-0.047	-0.934	
0.30	0.274	-0.074	-0.586	
0.33	0.271	-0.088	-0.160	
0.37	0.268	-0.086	0.303	
0.40	0.264	-0.066	0.689	
0.43	0.263	-0.033	0.841	
0.47	0.262	-0.002	0.779	
0.50	0.263	0.016	0.769	
0.53	0.263	0.044	0.844	
0.57	0.266	0.079	0.692	
0.60	0.269	0.104	0.134	
0.63	0.274	0.094	-0.608	
0.67	0.276	0.053	-1.070	
0.70	0.277	0.012	-1.179	
0.73	0.277	-0.031	-1.047	
0.77	0.275	-0.062	-0.736	
0.80	0.272	-0.082	-0.339	
0.83	0.269	-0.087	0.125	
0.87	0.266	-0.073	0.562	
0.90	0.264	-0.045	0.845	
0.93	0.263	-0.011	0.940	
0.97	0.263	0.021	0.905	
1.00	0.264	0.052	0.751	
1.03	0.267	0.075	0.443	
1.07	0.270	0.084	0.032	
1.10	0.273	0.077	-0.387	
1.13	0.275	0.058	-0.769	
1.17	0.277	0.023	-1.022	
1.20	0.277	-0.018	-1.034	
1.23	0.275	-0.052	-0.817	
1.27	0.273	-0.076	-0.447	
1.30	0.270	-0.084	-0.003	
1.33	0.267	-0.074	0.384	
1.37	0.265	-0.055	0.649	
1.40	0.263	-0.030	0.845	
1.43	0.263	0.004	0.944	
1.47	0.263	0.038	0.870	
1.50	0.265	0.067	0.614	
1.53	0.268	0.082	0.232	
1.57	0.271	0.084	-0.228	
1.60	0.274	0.067	-0.677	
1.63	0.276	0.034	-0.961	
1.67	0.277	-0.003	-1.012	
1.70	0.276	-0.038	-0.868	
1.73	0.274	-0.065	-0.581	
1.77	0.271	-0.080	-0.194	
1.80	0.268	-0.078	0.202	
1.83	0.266	-0.064	0.525	
1.87	0.264	-0.042	0.788	
1.90	0.263	-0.009	0.943	
1.93	0.263	0.026	0.923	
1.97	0.264	0.057	0.723	
2.00	0.267	0.078	0.384	
2.03	0.270	0.086	-0.064	
2.07	0.273	0.075	-0.529	
2.10	0.275	0.046	-0.839	
2.13	0.276	0.014	-0.969	
2.17	0.276	-0.022	-0.943	
2.20	0.275	-0.054	-0.739	
2.23	0.273	-0.075	-0.416	
2.27	0.269	-0.081	-0.085	
2.30	0.267	-0.078	0.193	
2.33	0.264	-0.074	0.616	
2.37	0.261	-0.042	1.146	
2.40	0.261	0.012	1.359	
2.43	0.262	0.065	1.063	
2.47	0.266	0.092	0.446	
2.50	0.269	0.091	-0.106	
2.53	0.272	0.080	-0.492	
2.57	0.275	0.056	-0.775	
2.60	0.276	0.025	-0.925	
2.63	0.276	-0.010	-0.932	
2.67	0.275	-0.041	-0.785	
2.70	0.273	-0.067	-0.481	
2.73	0.270	-0.075	-0.105	
2.77	0.268	-0.072	0.235	
2.80	0.265	-0.060	0.565	
2.83	0.264	-0.033	0.826	
2.87	0.263	0.001	0.909	
2.90	0.264	0.030	0.828	
2.93	0.265	0.059	0.621	
2.97	0.268	0.077	0.275	
3.00	0.271	0.079	-0.143	
3.03	0.274	0.067	-0.529	
3.07	0.276	0.042	-0.829	
3.10	0.277	0.007	-0.960	
3.13	0.276	-0.026	-0.942	
3.17	0.275	-0.059	-0.788	
3.20	0.272	-0.082	-0.493	
3.23	0.269	-0.098	-0.025	
3.27	0.265	-0.090	0.618	
3.30	0.262	-0.050	1.074	
3.33	0.261	-0.009	1.212	
3.37	0.262	0.039	1.051	
3.40	0.264	0.069	0.622	
3.43	0.267	0.078	0.207	
3.47	0.270	0.080	-0.135	
3.50	0.273	0.070	-0.462	
3.53	0.275	0.048	-0.733	
3.57	0.276	0.018	-0.897	
3.60	0.276	-0.016	-0.888	
3.63	0.275	-0.047	-0.680	
3.67	0.273	-0.064	-0.381	
3.70	0.270	-0.072	-0.080	
3.73	0.268	-0.071	0.256	
3.77	0.265	-0.055	0.585	
3.80	0.264	-0.029	0.815	
3.83	0.263	0.003	0.901	
3.87	0.264	0.036	0.806	
3.90	0.266	0.063	0.523	
3.93	0.268	0.074	0.136	
3.97	0.271	0.071	-0.237	
4.00	0.273	0.057	-0.558	
4.03	0.275	0.031	-0.791	
4.07	0.276	0.000	-0.899	
4.10	0.275	-0.032	-0.870	
4.13	0.274	-0.062	-0.664	
4.17	0.271	-0.087	-0.155	
4.20	0.266	-0.073	0.358	
4.23	0.266	-0.048	0.495	
4.27	0.264	-0.038	0.578	
4.30	0.263	-0.022	0.905	
4.33	0.261	0.027	1.065	
4.37	0.265	0.069	0.679	
4.40	0.267	0.074	0.190	
4.43	0.270	0.075	-0.156	
4.47	0.273	0.064	-0.478	
4.50	0.275	0.042	-0.720	
4.53	0.275	0.013	-0.871	
4.57	0.275	-0.018	-0.936	
4.60	0.274	-0.052	-0.845	
4.63	0.272	-0.086	-0.389	
4.67	0.268	-0.088	0.320	
4.70	0.265	-0.052	0.679	
4.73	0.265	-0.029	0.647	
4.77	0.263	-0.015	0.698	
4.80	0.263	0.016	0.754	
4.83	0.265	0.043	0.612	
4.87	0.266	0.059	0.369	
4.90	0.269	0.068	0.077	
4.93	0.271	0.066	-0.258	
4.97	0.274	0.051	-0.579	
5.00	0.275	0.024	-0.770	
5.03	0.275	-0.005	-0.802	
5.07	0.275	-0.033	-0.713	
5.10	0.273	-0.056	-0.483	
5.13	0.270	-0.068	-0.146	
5.17	0.268	-0.065	0.176	
5.20	0.266	-0.053	0.425	
5.23	0.264	-0.036	0.638	
5.27	0.263	-0.015	0.912	
