Vernier Format 2
40g.txt 6/30/2018 4:33:32
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.263	-0.088	0.273	
0.03	0.260	-0.084	0.544	
0.07	0.257	-0.067	1.005	
0.10	0.255	-0.024	1.601	
0.13	0.254	0.046	1.987	
0.17	0.257	0.126	1.777	
0.20	0.263	0.183	0.945	
0.23	0.271	0.199	-0.241	
0.27	0.278	0.167	-1.427	
0.30	0.283	0.095	-2.301	
0.33	0.285	-0.001	-2.639	
0.37	0.283	-0.100	-2.306	
0.40	0.278	-0.172	-1.374	
0.43	0.270	-0.200	-0.108	
0.47	0.263	-0.179	1.147	
0.50	0.257	-0.115	2.085	
0.53	0.255	-0.025	2.500	
0.57	0.256	0.068	2.330	
0.60	0.259	0.144	1.650	
0.63	0.266	0.188	0.600	
0.67	0.273	0.188	-0.601	
0.70	0.280	0.145	-1.689	
0.73	0.284	0.066	-2.412	
0.77	0.285	-0.032	-2.543	
0.80	0.281	-0.122	-2.010	
0.83	0.276	-0.180	-0.982	
0.87	0.268	-0.194	0.266	
0.90	0.261	-0.160	1.422	
0.93	0.257	-0.089	2.213	
0.97	0.255	0.003	2.457	
1.00	0.257	0.091	2.119	
1.03	0.262	0.156	1.324	
1.07	0.268	0.188	0.223	
1.10	0.275	0.174	-0.966	
1.13	0.281	0.117	-1.933	
1.17	0.284	0.032	-2.415	
1.20	0.283	-0.060	-2.322	
1.23	0.280	-0.138	-1.677	
1.27	0.273	-0.184	-0.607	
1.30	0.266	-0.183	0.602	
1.33	0.260	-0.138	1.627	
1.37	0.256	-0.063	2.264	
1.40	0.255	0.026	2.407	
1.43	0.258	0.113	1.965	
1.47	0.264	0.172	1.010	
1.50	0.270	0.187	-0.166	
1.53	0.277	0.159	-1.284	
1.57	0.282	0.093	-2.103	
1.60	0.284	0.004	-2.403	
1.63	0.282	-0.083	-2.135	
1.67	0.278	-0.151	-1.383	
1.70	0.271	-0.185	-0.276	
1.73	0.264	-0.172	0.903	
1.77	0.259	-0.118	1.839	
1.80	0.256	-0.037	2.344	
1.83	0.256	0.053	2.306	
1.87	0.259	0.132	1.697	
1.90	0.266	0.179	0.648	
1.93	0.273	0.179	-0.536	
1.97	0.279	0.138	-1.565	
2.00	0.283	0.065	-2.224	
2.03	0.284	-0.025	-2.341	
2.07	0.281	-0.107	-1.892	
2.10	0.276	-0.162	-1.013	
2.13	0.269	-0.181	0.090	
2.17	0.263	-0.156	1.179	
2.20	0.258	-0.094	1.984	
2.23	0.256	-0.011	2.308	
2.27	0.257	0.074	2.112	
2.30	0.261	0.143	1.443	
2.33	0.267	0.181	0.387	
2.37	0.274	0.173	-0.823	
2.40	0.280	0.120	-1.816	
2.43	0.283	0.038	-2.320	
2.47	0.283	-0.051	-2.243	
2.50	0.279	-0.126	-1.635	
2.53	0.274	-0.169	-0.667	
2.57	0.267	-0.174	0.436	
2.60	0.261	-0.138	1.438	
2.63	0.257	-0.068	2.099	
2.67	0.256	0.016	2.261	
2.70	0.258	0.096	1.909	
2.73	0.263	0.154	1.132	
2.77	0.269	0.180	0.064	
2.80	0.276	0.162	-1.084	
2.83	0.281	0.101	-1.974	
2.87	0.283	0.015	-2.344	
2.90	0.282	-0.072	-2.121	
2.93	0.278	-0.140	-1.386	
2.97	0.272	-0.174	-0.320	
3.00	0.265	-0.162	0.785	
3.03	0.260	-0.114	1.645	
3.07	0.257	-0.042	2.112	
3.10	0.257	0.039	2.106	
3.13	0.260	0.111	1.634	
3.17	0.265	0.158	0.800	
3.20	0.271	0.170	-0.239	
3.23	0.277	0.143	-1.285	
3.27	0.282	0.077	-2.070	
3.30	0.283	-0.011	-2.311	
3.33	0.281	-0.094	-1.931	
3.37	0.276	-0.152	-1.083	
3.40	0.270	-0.173	-0.006	
3.43	0.264	-0.151	1.028	
3.47	0.259	-0.096	1.778	
3.50	0.257	-0.022	2.138	
3.53	0.257	0.059	2.032	
3.57	0.261	0.127	1.443	
3.60	0.267	0.165	0.496	
3.63	0.273	0.163	-0.573	
3.67	0.279	0.124	-1.517	
3.70	0.282	0.054	-2.140	
3.73	0.283	-0.034	-2.225	
3.77	0.280	-0.111	-1.724	
3.80	0.274	-0.161	-0.797	
3.83	0.268	-0.169	0.301	
3.87	0.262	-0.138	1.297	
3.90	0.258	-0.073	1.958	
3.93	0.257	0.007	2.120	
3.97	0.258	0.081	1.808	
4.00	0.263	0.137	1.120	
4.03	0.268	0.163	0.159	
4.07	0.275	0.150	-0.858	
4.10	0.279	0.100	-1.667	
4.13	0.282	0.029	-2.105	
4.17	0.282	-0.053	-2.066	
4.20	0.278	-0.125	-1.483	
4.23	0.272	-0.163	-0.503	
4.27	0.266	-0.161	0.588	
4.30	0.261	-0.119	1.509	
4.33	0.257	-0.049	2.021	
4.37	0.257	0.029	2.042	
4.40	0.259	0.098	1.634	
4.43	0.264	0.148	0.866	
4.47	0.270	0.163	-0.136	
4.50	0.276	0.138	-1.117	
4.53	0.280	0.081	-1.827	
4.57	0.282	0.005	-2.122	
4.60	0.281	-0.074	-1.926	
4.63	0.277	-0.138	-1.215	
4.67	0.271	-0.164	-0.189	
4.70	0.265	-0.150	0.850	
4.73	0.260	-0.101	1.668	
4.77	0.257	-0.028	2.081	
4.80	0.258	0.051	2.001	
4.83	0.261	0.119	1.443	
4.87	0.266	0.156	0.564	
4.90	0.272	0.159	-0.438	
4.93	0.278	0.125	-1.366	
4.97	0.282	0.059	-1.969	
5.00	0.282	-0.019	-2.097	
5.03	0.280	-0.094	-1.727	
5.07	0.275	-0.146	-0.925	
5.10	0.269	-0.162	0.096	
5.13	0.264	-0.138	1.074	
5.17	0.259	-0.083	1.785	
5.20	0.258	-0.008	2.077	
5.23	0.259	0.070	1.870	
5.27	0.263	0.130	1.195	
