Vernier Format 2
69.6g.txt 6/30/2018 4:35:29
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.271	-0.118	0.667	
0.03	0.266	-0.100	0.868	
0.07	0.263	-0.070	1.160	
0.10	0.261	-0.023	1.418	
0.13	0.261	0.034	1.391	
0.17	0.264	0.080	1.023	
0.20	0.267	0.108	0.429	
0.23	0.271	0.111	-0.254	
0.27	0.275	0.089	-0.870	
0.30	0.278	0.047	-1.289	
0.33	0.279	-0.005	-1.418	
0.37	0.278	-0.055	-1.240	
0.40	0.275	-0.095	-0.766	
0.43	0.271	-0.112	-0.097	
0.47	0.267	-0.102	0.574	
0.50	0.263	-0.069	1.096	
0.53	0.262	-0.023	1.388	
0.57	0.262	0.030	1.395	
0.60	0.264	0.080	1.048	
0.63	0.268	0.109	0.411	
0.67	0.272	0.109	-0.296	
0.70	0.275	0.086	-0.913	
0.73	0.278	0.043	-1.317	
0.77	0.279	-0.010	-1.413	
0.80	0.277	-0.060	-1.185	
0.83	0.274	-0.096	-0.687	
0.87	0.270	-0.110	-0.056	
0.90	0.266	-0.100	0.594	
0.93	0.263	-0.067	1.131	
0.97	0.261	-0.017	1.400	
1.00	0.262	0.035	1.342	
1.03	0.264	0.079	0.994	
1.07	0.267	0.109	0.393	
1.10	0.272	0.109	-0.330	
1.13	0.275	0.083	-0.949	
1.17	0.278	0.040	-1.329	
1.20	0.278	-0.014	-1.396	
1.23	0.277	-0.063	-1.132	
1.27	0.274	-0.096	-0.618	
1.30	0.270	-0.107	0.009	
1.33	0.266	-0.095	0.617	
1.37	0.263	-0.063	1.103	
1.40	0.261	-0.015	1.354	
1.43	0.262	0.036	1.306	
1.47	0.264	0.080	0.977	
1.50	0.268	0.109	0.383	
1.53	0.272	0.109	-0.346	
1.57	0.276	0.083	-0.981	
1.60	0.278	0.037	-1.367	
1.63	0.278	-0.018	-1.410	
1.67	0.277	-0.067	-1.102	
1.70	0.273	-0.098	-0.556	
1.73	0.269	-0.105	0.065	
1.77	0.266	-0.092	0.647	
1.80	0.263	-0.060	1.120	
1.83	0.261	-0.012	1.359	
1.87	0.262	0.040	1.281	
1.90	0.264	0.082	0.907	
1.93	0.268	0.105	0.336	
1.97	0.272	0.107	-0.332	
2.00	0.276	0.083	-0.967	
2.03	0.278	0.036	-1.359	
2.07	0.278	-0.018	-1.394	
2.10	0.277	-0.067	-1.090	
2.13	0.273	-0.096	-0.585	
2.17	0.270	-0.106	-0.010	
2.20	0.266	-0.096	0.557	
2.23	0.263	-0.077	1.254	
2.27	0.259	-0.006	1.705	
2.30	0.263	0.066	1.315	
2.33	0.265	0.088	0.653	
2.37	0.269	0.102	0.121	
2.40	0.272	0.097	-0.424	
2.43	0.276	0.074	-0.929	
2.47	0.278	0.032	-1.294	
2.50	0.278	-0.021	-1.356	
2.53	0.276	-0.068	-1.079	
2.57	0.273	-0.100	-0.529	
2.60	0.269	-0.107	0.160	
2.63	0.265	-0.088	0.802	
2.67	0.262	-0.048	1.224	
2.70	0.262	0.002	1.324	
2.73	0.263	0.048	1.148	
2.77	0.265	0.084	0.770	
2.80	0.269	0.104	0.224	
2.83	0.273	0.101	-0.405	
2.87	0.276	0.076	-0.984	
2.90	0.278	0.030	-1.347	
2.93	0.278	-0.024	-1.357	
2.97	0.276	-0.070	-1.036	
3.00	0.273	-0.098	-0.506	
3.03	0.269	-0.107	0.145	
3.07	0.265	-0.089	0.792	
3.10	0.263	-0.047	1.206	
3.13	0.262	0.001	1.293	
3.17	0.263	0.045	1.120	
3.20	0.265	0.081	0.736	
3.23	0.269	0.099	0.191	
3.27	0.273	0.096	-0.420	
3.30	0.276	0.069	-0.952	
3.33	0.277	0.027	-1.280	
3.37	0.278	-0.024	-1.322	
3.40	0.276	-0.071	-1.019	
3.43	0.273	-0.099	-0.466	
3.47	0.269	-0.105	0.192	
3.50	0.265	-0.085	0.802	
3.53	0.262	-0.046	1.216	
3.57	0.261	0.004	1.336	
3.60	0.263	0.052	1.120	
3.63	0.265	0.085	0.667	
3.67	0.269	0.099	0.100	
3.70	0.273	0.092	-0.479	
3.73	0.276	0.065	-0.965	
3.77	0.277	0.022	-1.241	
3.80	0.277	-0.025	-1.247	
3.83	0.276	-0.069	-0.974	
3.87	0.272	-0.097	-0.443	
3.90	0.268	-0.101	0.205	
3.93	0.265	-0.082	0.798	
3.97	0.262	-0.043	1.208	
4.00	0.262	0.007	1.307	
4.03	0.263	0.053	1.081	
4.07	0.265	0.084	0.651	
4.10	0.269	0.100	0.081	
4.13	0.273	0.091	-0.524	
4.17	0.276	0.061	-0.998	
4.20	0.277	0.022	-1.233	
4.23	0.277	-0.027	-1.211	
4.27	0.275	-0.069	-0.938	
4.30	0.272	-0.097	-0.415	
4.33	0.268	-0.101	0.230	
4.37	0.265	-0.080	0.813	
4.40	0.262	-0.041	1.196	
4.43	0.262	0.007	1.313	
4.47	0.263	0.055	1.117	
4.50	0.266	0.090	0.624	
4.53	0.269	0.100	0.012	
4.57	0.273	0.089	-0.576	
4.60	0.276	0.058	-1.034	
4.63	0.277	0.014	-1.254	
4.67	0.277	-0.034	-1.174	
4.70	0.275	-0.071	-0.836	
4.73	0.272	-0.093	-0.343	
4.77	0.268	-0.097	0.249	
4.80	0.265	-0.076	0.798	
4.83	0.263	-0.038	1.152	
4.87	0.262	0.008	1.256	
4.90	0.263	0.053	1.084	
4.93	0.266	0.088	0.637	
4.97	0.270	0.100	0.017	
5.00	0.273	0.088	-0.586	
5.03	0.276	0.058	-1.054	
5.07	0.277	0.012	-1.279	
5.10	0.277	-0.037	-1.178	
5.13	0.275	-0.075	-0.785	
5.17	0.271	-0.093	-0.245	
5.20	0.268	-0.091	0.297	
5.23	0.265	-0.072	0.787	
5.27	0.263	-0.035	1.136	
